"Player","Team","Position","Rk","Status","Age","Opponent","FPts","FP/G","GP","AB","AVG","RC","TB","XBH","HBP","IBB","SH","SF","GIDP","Sl","CYC"
"Erick Mendez","NYY","OF","4057","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Juan Mendez","PHI","C","4058","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ricardo Mendez","WSH","OF","4059","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Teofilo Mendez","ARI","SS","4060","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tommy Mendonca","TEX","3B","4061","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Beicker Mendoza","SF","OF","4062","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Harvin Mendoza","CHW","1B","4063","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jefferson Mendoza","CHW","C","4064","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Juandy Mendoza","TOR","2B,SS","4065","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ramon Mendoza","STL","2B","4066","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ranyelmy Mendoza","LAA","OF","4067","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Heiker Meneses","BOS","2B,SS","4068","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jan Mercado","MIA","C","4069","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Mercado","PHI","SS","4070","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Reidy Mercado","MIL","OF","4071","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Felix Mercedes","CHW","SS","4072","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Melvin Mercedes","OAK","SS","4073","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Miguel Mercedes","OAK","3B","4074","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mattia Mercuri","ATL","2B","4075","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Meredith","HOU","OF","4076","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Patrick Merino","TB","OF","4077","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Josh Merrigan","TEX","OF","4078","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Melky Mesa","TOR","OF","4079","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Narciso Mesa","WSH","OF","4080","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Victor Mesia","TOR","C","4081","FA","17","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Metzler","TOR","2B,3B","4082","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Drew Meyer","HOU","2B","4083","FA","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonathan Meyer","HOU","3B","4084","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mitch Meyer","MIL","OF","4085","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mike Meyers","BOS","SS","4086","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alan Meza","CLE","OF","4087","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Levi Michael","MIN","SS","4088","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trey Michalczewski","CHW","3B","4089","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jiovanni Mier","HOU","SS","4090","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Johan Mieses","LAD","OF","4091","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nathan Mikolas","NYY","OF","4092","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kevin Milam","NYY","2B,P","4093","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daniel Miles","TB","3B","4094","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anderson Miller","KC","OF","4095","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anthony Miller","CLE","1B","4096","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Blake Miller","SF","1B,3B","4097","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Miller","WSH","OF","4098","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Darrien Miller","MIL","C","4099","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dean Miller","BOS","OF","4100","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luke Miller","PHI","3B,OF","4101","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Miller","ARI","C,P","4102","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sean Miller","MIN","SS","4103","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adam Milligan","ATL","OF","4104","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lane Milligan","BOS","C,OF","4105","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Beau Mills","CIN","1B","4106","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Mills","STL","OF","4107","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Thomas Milone","TB","OF","4108","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Mims","PHI","2B","4109","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Euri Minaya","SD","OF","4110","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mark Minicozzi","SF","3B","4111","FA","37","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amaurys Minier","MIN","SS","4112","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nathan Minnich","BOS","1B","4113","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jorge Minyeti","SD","SS","4114","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Antoine Mistico","SEA","OF","4115","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jared Mitchell","CHW","OF","4116","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jermaine Mitchell","PHI","OF","4117","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kevonte Mitchell","CHC","3B,OF","4118","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trevor Mitsui","TB","1B","4119","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aaron Mizell","HOU","OF","4120","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kevin Moesquit","LAA","SS","4121","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jimmy Mojica","DET","OF","4122","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gerson Molina","NYM","OF","4123","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nelson Molina","MIN","SS","4124","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andruw Monasterio","WSH","SS","4125","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carlos Moncrief","(N/A)","OF","4126","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Johnny Monell","NYM","C","4127","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joseph Monge","BOS","OF","4128","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Travis Moniot","CHW","2B,SS","4129","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Craig Monroe","PIT","OF","4130","FA","43","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alex Monsalve","CLE","C","4131","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Montanez","BAL","C","4132","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alvaro Montero","MIA","2B","4133","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jesus Montero","(N/A)","1B","4134","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lucas Montero","CLE","OF","4135","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Miguel Montero","(N/A)","C","4136","FA","37","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Troy Montgomery","DET","OF","4137","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Geoandry Montilla","SEA","C","4138","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gerson Montilla","ARI","2B","4139","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Logan Moon","KC","OF","4140","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marcus Mooney","ATL","SS","4141","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adam Moore","(N/A)","C","4142","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ben Moore","BOS","C","4143","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Logan Moore","PHI","C","4144","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ty Moore","PIT","OF","4145","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Moore","(N/A)","1B","4146","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Moore","NYM","C,2B","4147","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jamill Moquete","BAL","OF","4148","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Angelo Mora","PHI","2B","4149","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Darimel Mora","LAA","SS","4150","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Edison Mora","SF","SS","4151","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"John Mora","NYM","OF","4152","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Raymond Mora","PHI","OF","4153","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sander Mora","STL","2B","4154","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alfredo Morales","SEA","OF","4155","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Angel Morales","MIN","OF","4156","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brayan Morales","LAD","OF","4157","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonathan Morales","ATL","C","4158","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Morales","PIT","C","4159","FA","37","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Morales","KC","SS","4160","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Max Morales","TEX","C","4161","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Roy Morales","MIA","C","4162","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yohandy Morales","(N/A)","SS","4163","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Julio Morban","SEA","OF","4164","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brent Morel","(N/A)","3B","4165","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Emmanuel Morel","MIN","SS","4166","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Angel Moreno","TB","OF","4167","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Darwin Moreno","LAA","OF","4168","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Edwin Moreno","SD","OF","4169","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hansel Moreno","NYM","SS","4170","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rando Moreno","SF","SS","4171","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Raymundo Moreno","NYY","OF","4172","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carlos Morfa","CHC","OF","4173","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brennan Morgan","LAA","C","4174","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joey Morgan","DET","C","4175","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Justin Morhardt","ATL","C","4176","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Parker Morin","KC","C","4177","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ramon Morla","SEA","3B","4178","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eladio Moronta","NYY","OF","4179","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jason Morozowski","ARI","OF","4180","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hunter Morris","MIL","1B","4181","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jacob Morris","CHW","OF","4182","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P.K. Morris","TOR","1B","4183","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trever Morrison","MIL","SS","4184","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ty Morrison","TB","OF","4185","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Morse","(N/A)","1B","4186","FA","38","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"DeAires Moses","SEA","OF","4187","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Moss","(N/A)","1B","4188","FA","37","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"J.B. Moss","ATL","OF","4189","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ismerling Mota","SEA","C","4190","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Israel Mota","WSH","OF","4191","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pedro Mota","COL","SS","4192","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ricardo Mota","CHW","SS","4193","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nic Motley","COL","C","4194","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Taylor Motter","(N/A)","SS","4195","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hutton Moyer","LAA","2B","4196","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MacKenzie Mueller","TOR","OF","4197","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jordyn Muffley","TB","C","4198","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ismael Munguia","SF","OF","4199","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bryan Muniz","HOU","1B","4200","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carlos Munoz","PIT","1B","4201","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Deivi Munoz","NYY","3B","4202","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Felix Munoz","MIA","1B","4203","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gorge Munoz","MIN","SS","4204","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Munoz","ARI","SS","4205","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonathan Murders","STL","2B","4206","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Drew Muren","HOU","OF","4207","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nestor Muriel","HOU","OF","4208","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alex Murphy","BAL","C","4209","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"David Murphy","(N/A)","OF","4210","FA","39","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonathan Murphy","MIN","OF","4211","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Max Murphy","MIN","OF","4212","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tanner Murphy","ATL","C","4213","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tommy Murphy","LAA","OF","4214","FA","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A.J. Murray","MIN","C","4215","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chase Murray","PIT","OF","4216","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Murton","DET","OF","4217","FA","39","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ivan Murzi","WSH","C","4218","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ronnier Mustelier","ATL","OF","4219","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"D'Arby Myers","OAK","OF","4220","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bryson Myles","CLE","OF","4221","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Deivis Nadal","PIT","SS","4222","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Nagle","PIT","OF","4223","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hiroyuki Nakajima","OAK","SS","4224","FA","38","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sho Nakata","(N/A)","3B","4225","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tae-Hyeok Nam","LAD","1B","4226","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Connor Narron","BAL","SS","4227","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carlos Narvaez","NYY","C","4228","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Telvin Nash","HOU","OF","4229","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeff Natale","BOS","2B","4230","FA","38","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andrick Nava","PHI","C","4231","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
