"Player","Team","Position","Rk","Status","Age","Opponent","FPts","FP/G","GP","AB","R","H","2B","3B","HR","RBI","BB","SO","SB","CS","AVG","OBP","SLG","OPS"
"Collin Cowgill","SEA","OF","412","FA","34","","30.5","0.55","55","69","10","13","2","1","1","2","4","19","2","1",".188",".233",".290",".523"
"Tom Murphy","SEA","C","413","VP","29","","30","2.73","11","35","5","9","1","0","3","9","4","10","0","0",".257",".333",".543",".876"
"Travis Ishikawa","SF","1B","414","FA","37","","30","0.68","44","63","6","13","3","0","1","8","9","20","0","0",".206",".306",".302",".607"
"Pete Kozma","ATL","SS","415","FA","32","","30","0.39","76","99","15","15","0","0","0","2","10","21","3","1",".152",".236",".152",".388"
"Darrell Ceciliani","TOR","OF","416","FA","30","","29.5","0.76","39","68","5","14","2","0","1","3","4","25","5","1",".206",".270",".279",".550"
"Nick Franklin","(N/A)","2B","417","FA","29","","29.5","0.67","44","101","11","16","4","1","3","7","7","37","1","0",".158",".213",".307",".520"
"Javier Baez","CHC","SS","418","NT 4","28","","29","1.04","28","76","4","22","6","0","1","4","4","24","1","2",".289",".325",".408",".733"
"Dustin Garneau","HOU","C","419","FA","33","","29","1.32","22","70","6","11","3","0","2","8","6","14","0","0",".157",".224",".286",".509"
"Scott Schebler","ATL","OF","420","FA","30","","29","1.53","19","36","6","9","0","0","3","4","3","13","2","1",".250",".325",".500",".825"
"Brandon Drury","TOR","3B","421","FA","28","","28.5","1.43","20","56","3","12","3","0","2","8","2","8","0","0",".214",".254",".375",".629"
"Cheslor Cuthbert","CIN","3B","422","FA","28","","28.5","1.5","19","46","6","10","2","1","1","8","4","9","0","0",".217",".280",".370",".650"
"Dixon Machado","(N/A)","2B","423","FA","28","","28","1.17","24","68","6","16","3","0","0","5","7","14","1","0",".235",".307",".279",".586"
"Jon Singleton","(N/A)","1B","424","FA","29","","27.5","1.45","19","47","6","9","2","0","1","6","10","17","1","0",".191",".328",".298",".625"
"Drew Butera","COL","C","425","FA","37","","27","0.49","55","107","9","21","3","0","1","5","6","26","0","1",".196",".252",".252",".505"
"Junior Lake","SEA","OF","426","FA","30","","26.5","0.91","29","80","4","16","7","0","1","5","4","29","4","0",".200",".238",".325",".563"
"Joey Terdoslavich","(N/A)","1B","427","FA","32","","26","0.93","28","56","5","12","4","1","1","4","3","14","0","0",".214",".254",".375",".629"
"Sandy Leon","CLE","C","428","FA","31","","25.5","0.62","41","114","8","21","2","0","0","3","7","28","0","1",".184",".238",".202",".439"
"Everth Cabrera","(N/A)","SS","429","FA","34","","25.5","0.88","29","96","7","20","2","0","0","4","5","22","2","0",".208",".250",".229",".479"
"Ryan Strausborger","MIN","OF","430","FA","32","","23.5","0.76","31","45","9","9","0","0","1","3","3","11","2","1",".200",".240",".267",".507"
"Jose Pirela","(N/A)","2B","431","FA","31","","23","0.62","37","74","7","17","3","0","1","5","2","16","1","0",".230",".247",".311",".558"
"Luis Sardinas","(N/A)","SS","432","FA","27","","22.5","0.62","36","97","8","19","0","1","0","4","6","25","0","0",".196",".240",".216",".457"
"Henry Urrutia","BOS","OF","433","FA","33","","22.5","2.25","10","34","3","9","1","0","1","6","2","3","0","0",".265",".306",".382",".688"
"Donovan Solano","SF","2B","434","DEAL","33","","22","0.4","55","90","6","17","3","1","0","7","1","18","0","0",".189",".215",".244",".459"
"Mike Baxter","SEA","OF","435","FA","36","","22","0.65","34","57","6","14","1","0","0","2","7","14","0","0",".246",".348",".263",".612"
"Anthony Recker","(N/A)","C","436","FA","37","","22","0.69","32","80","6","10","1","0","2","5","11","35","1","0",".125",".239",".212",".452"
"Hector Sanchez","DET","C","437","FA","31","","22","0.79","28","56","5","10","4","0","1","5","2","14","0","0",".179",".207",".304",".510"
"Deven Marrero","(N/A)","3B","438","FA","30","","21.5","0.86","25","53","8","12","0","0","1","3","3","19","2","1",".226",".268",".283",".551"
"Jordan Schafer","SF","OF","439","FA","34","","21.5","0.8","27","69","9","15","3","0","0","5","3","23","0","3",".217",".250",".261",".511"
"Juan Perez","DET","OF","440","FA","34","","21","0.95","22","39","5","11","3","0","0","2","1","6","1","0",".282",".300",".359",".659"
"Robbie Grossman","OAK","OF","441","MSBC","31","","20.5","0.85","24","49","7","7","2","0","1","5","5","17","0","0",".143",".222",".245",".467"
"Socrates Brito","PIT","OF","442","FA","28","","20.5","1.14","18","33","5","10","3","1","0","1","1","7","1","0",".303",".324",".455",".778"
"Xavier Scruggs","(N/A)","1B","443","FA","33","","20.5","1.21","17","42","5","11","2","0","0","7","0","10","1","0",".262",".279",".310",".589"
"Darwin Barney","(N/A)","2B","444","FA","35","","20","1.18","17","27","4","7","1","0","2","4","1","2","0","0",".259",".286",".519",".804"
"Mike Olt","MIN","3B","445","FA","32","","20","0.67","30","94","7","18","0","0","4","5","7","35","0","1",".191",".255",".319",".574"
"Chris Taylor","LAD","SS,OF","446","DEAL","30","","19.5","0.53","37","94","9","16","3","1","0","1","6","31","3","2",".170",".220",".223",".443"
"Ramon Cabrera","CIN","C","447","FA","31","","19.5","1.5","13","30","4","11","1","0","1","3","0","5","0","0",".367",".367",".500",".867"
"Kristopher Negron","(N/A)","OF","448","FA","34","","19","0.44","43","93","5","13","2","0","0","2","9","23","2","0",".140",".238",".161",".399"
"Austin Barnes","LAD","C","449","FA","30","","18.5","0.93","20","29","4","6","2","0","0","1","6","6","1","0",".207",".361",".276",".637"
"Kaleb Cowart","NYY","3B","450","FA","28","","18.5","0.54","34","46","8","8","2","0","1","4","5","19","1","1",".174",".255",".283",".538"
"Devin Mesoraco","NYM","C","451","FA","32","","18","0.78","23","45","2","8","1","1","0","2","5","9","1","0",".178",".275",".244",".519"
"Mason Williams","(N/A)","OF","452","FA","29","","17.5","2.19","8","21","3","6","3","0","1","3","1","3","0","0",".286",".318",".571",".890"
"Rey Navarro","(N/A)","2B","453","FA","30","","17.5","1.75","10","29","5","8","2","0","1","3","0","3","0","0",".276",".276",".448",".724"
"Trea Turner","WSH","SS","454","NT 4","27","","17","0.63","27","40","5","9","1","0","1","1","4","12","2","2",".225",".295",".325",".620"
"Cristhian Adames","SF","SS","455","FA","29","","17","0.65","26","53","4","13","1","1","0","3","3","11","0","1",".245",".298",".302",".600"
"Trevor Brown","SF","C","456","FA","29","","17","1.31","13","39","1","9","3","0","0","5","3","8","1","1",".231",".279",".308",".587"
"Corey Hart","(N/A)","OF","457","FA","38","","17","0.49","35","54","3","12","1","0","2","9","1","19","0","0",".222",".246",".352",".597"
"Munenori Kawasaki","CHC","2B","458","FA","39","","17","0.74","23","28","6","6","2","0","0","2","4","6","0","1",".214",".313",".286",".598"
"Stefen Romero","(N/A)","OF","459","FA","32","","17","1.31","13","21","6","4","1","0","1","3","3","6","0","0",".190",".292",".381",".673"
"Jaff Decker","WSH","OF","460","FA","30","","16.5","0.72","23","28","8","6","1","1","0","1","7","9","0","0",".214",".371",".321",".693"
"Tommy Field","MIN","2B","461","FA","33","","16.5","1.18","14","41","6","8","1","0","2","5","2","16","1","0",".195",".250",".366",".616"
"Marc Krauss","NYM","1B","462","FA","33","","16.5","0.61","27","78","3","11","3","0","2","8","3","31","0","0",".141",".173",".256",".429"
"Johnny Monell","NYM","C","463","FA","34","","16.5","0.61","27","48","5","8","2","0","0","4","4","13","0","0",".167",".231",".208",".439"
"Rico Noel","HOU","OF","464","FA","31","","16","1.07","15","2","5","1","0","0","0","0","0","0","5","2",".500",".500",".500","1.000"
"Jose Tabata","TOR","OF","465","FA","32","","16","0.59","27","38","2","11","0","0","0","4","2","7","0","1",".289",".341",".289",".631"
"Josh Thole","NYY","C","466","FA","34","","15.5","0.86","18","49","5","10","2","0","0","2","3","9","0","0",".204",".250",".245",".495"
"Rob Brantly","NYY","C","467","FA","31","","15","1.07","14","33","3","4","1","0","1","6","2","8","0","0",".121",".167",".242",".409"
"Jose Peraza","BOS","2B","468","FA","26","","14","2","7","22","3","4","1","1","0","1","2","2","3","0",".182",".250",".318",".568"
"Michael Martinez","(N/A)","OF","469","FA","38","","14","0.88","16","30","7","8","2","0","0","2","1","12","0","1",".267",".290",".333",".624"
"Max Stassi","LAA","C","470","VP","29","","13.5","1.23","11","15","4","6","0","0","1","2","1","5","0","0",".400",".438",".600","1.038"
"Grant Green","MIA","2B","471","FA","33","","13","0.62","21","42","6","8","0","0","1","3","2","14","0","1",".190",".227",".262",".489"
"Gregorio Petit","(N/A)","SS","472","FA","36","","13","0.65","20","42","7","7","3","0","0","5","3","16","0","0",".167",".217",".238",".455"
"Dariel Alvarez","(N/A)","OF","473","FA","32","","13","1.08","12","29","3","7","1","0","1","1","2","8","0","0",".241",".290",".379",".670"
"Joaquin Arias","ARI","SS","474","FA","36","","13","0.33","40","58","5","12","1","0","1","4","0","12","1","0",".207",".207",".276",".483"
"Erik Kratz","NYY","C","475","FA","40","","11.5","0.72","16","26","3","5","2","0","0","3","1","5","0","0",".192",".214",".269",".484"
"Peter O'Brien","ATL","OF","476","FA","30","","11.5","1.44","8","10","1","4","1","0","1","3","2","5","0","0",".400",".500",".800","1.300"
"Chris Dominguez","WSH","OF","477","FA","34","","11","0.79","14","23","2","6","1","1","1","3","0","12","0","0",".261",".261",".522",".783"
"Tyler Ladendorf","(N/A)","2B","478","FA","32","","11","1.22","9","17","3","4","0","1","0","2","1","2","0","0",".235",".278",".353",".631"
"Michael Saunders","(N/A)","OF","479","FA","34","","11","1.22","9","31","2","6","0","0","0","3","5","10","0","0",".194",".306",".194",".499"
"Jackson Williams","(N/A)","C","480","FA","34","","10.5","1.5","7","10","1","2","1","0","0","1","4","1","1","0",".200",".429",".300",".729"
"Allan Dykstra","(N/A)","1B","481","FA","33","","10.5","0.81","13","31","3","4","0","0","1","4","6","12","0","0",".129",".289",".226",".515"
"Matt McBride","(N/A)","C","482","FA","35","","10.5","0.53","20","42","5","7","0","0","0","0","0","4","0","0",".167",".186",".167",".353"
"Emilio Bonifacio","(N/A)","OF","483","FA","35","","9","0.19","47","78","5","13","2","0","0","4","2","27","1","4",".167",".198",".192",".390"
"Ramon Flores","MIN","OF","484","FA","28","","9","0.75","12","32","3","7","1","0","0","0","0","4","0","0",".219",".219",".250",".469"
"Luke Maile","MIL","C","485","FA","29","","9","0.6","15","35","2","6","3","0","0","2","0","8","0","0",".171",".171",".257",".429"
"Cody Stanley","STL","C","486","FA","31","","8.5","0.94","9","10","2","4","1","0","0","3","0","3","0","0",".400",".400",".500",".900"
"Mac Williamson","(N/A)","OF","487","FA","30","","8.5","0.85","10","32","2","7","0","1","0","1","0","8","0","0",".219",".235",".281",".517"
"Tomas Telis","MIN","C","488","FA","29","","8","0.35","23","38","2","6","0","0","0","2","1","4","0","0",".158",".220",".158",".377"
"Arismendy Alcantara","LAA","2B","489","FA","29","","7.5","0.68","11","26","5","2","0","0","0","1","5","11","1","0",".077",".226",".077",".303"
"Oscar Hernandez","KC","C","490","FA","27","","7","0.39","18","31","4","5","1","0","0","1","3","15","0","0",".161",".257",".194",".451"
"Matt Duffy","HOU","3B","491","FA","31","","7","0.88","8","8","0","3","1","0","0","3","1","2","0","0",".375",".444",".500",".944"
"Terrance Gore","LAD","OF","492","FA","29","","7","0.78","9","3","1","0","0","0","0","0","0","1","3","0",".000",".250",".000",".250"
"Nick Noonan","(N/A)","SS","493","FA","31","","7","0.5","14","22","2","2","1","0","1","3","2","8","0","0",".091",".167",".273",".439"
"Tyler Holt","CIN","OF","494","FA","31","","6.5","0.46","14","31","4","3","0","0","0","0","3","11","1","0",".097",".176",".097",".273"
"Jesus Aguilar","MIA","1B","495","Luka","30","","6","0.86","7","19","0","6","1","0","0","2","0","7","0","0",".316",".350",".368",".718"
"Jett Bandy","BOS","C","496","FA","30","","6","3","2","2","1","1","0","0","1","1","0","0","0","0",".500",".500","2.000","2.500"
"Emmanuel Burriss","LAA","2B","497","FA","35","","6","1.2","5","3","2","2","0","0","0","0","2","0","0","0",".667",".800",".667","1.467"
"Danny Dorn","TOR","1B,OF","498","FA","36","","6","0.26","23","30","0","5","1","0","0","3","2","10","0","0",".167",".219",".200",".419"
"Jamie Romak","(N/A)","OF","499","FA","35","","6","0.5","12","15","2","5","2","0","0","1","1","6","0","0",".333",".375",".467",".842"
"Cody Ross","(N/A)","OF","500","FA","39","","6","0.67","9","22","3","2","0","0","0","3","3","6","0","0",".091",".200",".091",".291"
"Ronald Torreyes","PHI","SS","501","FA","28","","5.5","0.69","8","6","1","2","1","0","0","1","1","1","0","0",".333",".429",".500",".929"
"Matt Hague","WSH","1B","502","FA","35","","5.5","0.55","10","12","1","3","1","0","0","0","2","4","0","0",".250",".400",".333",".733"
"L.J. Hoes","(N/A)","OF","503","FA","30","","5.5","0.69","8","15","1","4","0","0","0","1","1","3","0","0",".267",".313",".267",".579"
"Kyle Kubitza","ATL","3B","504","FA","30","","5.5","0.29","19","36","6","7","0","0","0","1","3","15","0","0",".194",".256",".194",".451"
"Jhonatan Solano","WSH","C","505","FA","35","","5.5","0.79","7","20","1","1","1","0","0","2","1","1","0","0",".050",".095",".100",".195"
"Steven Moya","DET","OF","506","FA","29","","5","0.56","9","22","1","4","0","1","0","0","3","10","0","0",".182",".280",".273",".553"
"Jonathan Diaz","NYY","SS","507","FA","35","","5","0.71","7","13","1","2","0","0","0","2","1","3","0","0",".154",".267",".154",".421"
"Jorge Polanco","MIN","SS","508","ZL","27","","4.5","1.12","4","10","1","3","0","0","0","1","2","1","1","0",".300",".417",".300",".717"
"Keon Broxton","MIL","OF","509","FA","30","","4.5","0.64","7","2","3","0","0","0","0","0","0","1","1","1",".000",".000",".000",".000"
"Doug Bernier","TEX","3B","510","FA","40","","4.5","1.12","4","5","1","1","1","0","0","2","1","3","0","0",".200",".333",".400",".733"
"Ryan Lollis","SF","OF","511","FA","34","","4.5","0.9","5","12","0","2","0","0","0","0","1","1","1","0",".167",".231",".167",".397"
"Tony Sanchez","(N/A)","C","512","FA","32","","4.5","1.5","3","8","2","3","0","0","0","0","1","3","0","0",".375",".444",".375",".819"
"Chase d'Arnaud","(N/A)","SS","513","FA","33","","4.5","0.41","11","17","2","3","0","1","0","0","1","7","0","1",".176",".222",".294",".516"
"Pedro Florimon","(N/A)","SS","514","FA","34","","4","0.17","24","23","5","2","0","1","0","1","2","12","1","0",".087",".160",".174",".334"
"Jemile Weeks","SD","2B","515","FA","33","","4","1.33","3","9","1","3","0","0","0","1","0","2","0","0",".333",".333",".333",".667"
"Reid Brignac","(N/A)","3B","516","FA","34","","3.5","0.21","17","13","2","1","0","0","0","0","3","5","0","0",".077",".250",".077",".327"
"Brent Morel","(N/A)","3B","517","FA","33","","3.5","1.17","3","7","1","2","1","0","0","1","0","3","0","0",".286",".286",".429",".714"
"Alex Presley","(N/A)","OF","518","FA","35","","3.5","0.44","8","12","1","3","0","0","0","1","1","5","0","0",".250",".308",".250",".558"
"Michael Reed","(N/A)","OF","519","FA","28","","3.5","0.5","7","6","2","2","1","0","0","0","0","3","0","0",".333",".333",".500",".833"
"Alfredo Marte","(N/A)","OF","520","FA","31","","3","0.6","5","6","0","2","0","0","0","0","1","1","0","0",".333",".500",".333",".833"
"Taylor Teagarden","CHC","C","521","FA","36","","3","0.38","8","15","0","3","0","0","0","2","0","4","0","0",".200",".200",".200",".400"
"Pedro Severino","BAL","C","522","DEAL","27","","2.5","1.25","2","4","1","1","1","0","0","0","0","1","0","0",".250",".250",".500",".750"
"James Jones","TEX","OF","523","FA","32","","2.5","0.09","28","29","1","3","1","0","0","0","2","13","1","1",".103",".161",".138",".299"
"Nevin Ashley","SEA","C","524","FA","36","","2.5","0.21","12","20","2","2","1","0","0","1","0","8","0","0",".100",".143",".150",".293"
"Kevin Frandsen","(N/A)","OF","525","FA","38","","2.5","0.36","7","11","1","2","0","0","0","0","1","3","0","0",".182",".250",".182",".432"
"Christian Walker","ARI","1B","526","NT 13","29","","2","0.29","7","9","0","1","0","0","0","0","3","4","0","0",".111",".333",".111",".444"
"Wilmer Difo","WSH","2B,SS","527","FA","28","","2","0.13","15","11","1","2","0","0","0","0","0","2","0","0",".182",".182",".182",".364"
"Ryan Brett","CHW","2B","528","FA","29","","2","0.67","3","3","0","2","1","0","0","0","1","0","0","0",".667",".750","1.000","1.750"
"Gorkys Hernandez","(N/A)","OF","529","FA","33","","2","0.25","8","5","0","0","0","0","0","0","0","0","1","0",".000",".000",".000",".000"
"Leury Garcia","CHW","SS","530","FA","29","","1.5","0.09","17","14","0","3","0","0","0","1","1","7","1","0",".214",".267",".214",".481"
"Danny Muno","(N/A)","3B","531","FA","31","","1.5","0.09","17","27","2","4","1","0","0","0","4","11","1","0",".148",".258",".185",".443"
"Bryan Anderson","OAK","C","532","FA","34","","1.5","0.38","4","5","0","2","0","0","0","1","1","1","0","0",".400",".429",".400",".829"
"Orlando Calixte","(N/A)","SS","533","FA","28","","1","0.5","2","3","1","0","0","0","0","0","0","0","0","0",".000",".000",".000",".000"
"Andrew Lambo","(N/A)","OF","534","FA","32","","1","0.05","20","25","1","1","1","0","0","0","2","8","0","0",".040",".111",".080",".191"
"Adam Moore","(N/A)","C","535","FA","36","","1","1","1","4","0","1","0","0","0","1","0","2","0","0",".250",".250",".250",".500"
"Alex Dickerson","SF","OF","536","BFT","30","","0.5","0.05","11","8","0","2","0","0","0","0","0","3","0","0",".250",".250",".250",".500"
"Ed Easley","PIT","C","537","FA","34","","0.5","0.12","4","6","0","0","0","0","0","1","0","1","0","0",".000",".000",".000",".000"
"Rocky Gale","LAD","C","538","FA","32","","0.5","0.05","11","10","0","1","0","0","0","0","0","1","0","0",".100",".100",".100",".200"
"Ronald Acuna Jr.","ATL","OF","539","Nunez","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tim Anderson","CHW","SS","540","BFT","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cavan Biggio","TOR","2B","541","MBC","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Lowe","TB","2B","542","VP","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Whit Merrifield","KC","OF","543","Luka","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Juan Soto","WSH","OF","544","BFT","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trevor Story","COL","SS","545","NCNF","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dansby Swanson","ATL","SS","546","Luka","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fernando Tatis Jr.","SD","SS","547","MSBC","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyle Tucker","HOU","OF","548","MBC","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luke Voit","NYY","1B","549","VP","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jarred Kelenic","SEA","OF","550","MBC","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pete Alonso","NYM","1B","551","BART","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Randy Arozarena","TB","OF","552","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cody Bellinger","LAD","OF","553","Ass","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bo Bichette","TOR","SS","554","Luka","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Willson Contreras","CHC","C","555","BFT","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rafael Devers","BOS","3B","556","VP","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trent Grisham","SD","OF","557","DEAL","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vladimir Guerrero Jr.","TOR","1B","558","DEAL","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lourdes Gurriel Jr.","TOR","OF","559","DEAL","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ian Happ","CHC","OF","560","DEAL","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Keston Hiura","MIL","2B","561","VP","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rhys Hoskins","PHI","1B","562","Luka","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eloy Jimenez","CHW","OF","563","DEAL","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aaron Judge","NYY","OF","564","Ass","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yoan Moncada","CHW","3B","565","Ass","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Mountcastle","BAL","OF","566","ZL","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Olson","OAK","1B","567","CP DLT","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Robert","CHW","OF","568","MSBC","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Will Smith","LAD","C","569","ZL","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mike Yastrzemski","SF","OF","570","MBC","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wander Franco","TB","SS","571","CP DLT","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andrew Vaughn","CHW","1B","572","DEAL","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ozzie Albies","ATL","2B","573","DEAL","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Josh Bell","PIT","1B","574","Nunez","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alec Bohm","PHI","3B","575","NT 13","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alex Bregman","HOU","3B","576","Luka","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dylan Carlson","STL","OF","577","NT 13","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ke'Bryan Hayes","PIT","3B","578","NT 4","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Teoscar Hernandez","TOR","OF","579","NT 4","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyle Lewis","SEA","OF","580","NT 4","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gavin Lux","LAD","2B","581","BFT","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Madrigal","CHW","2B","582","ZL","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeff McNeil","NYM","OF","583","ZL","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adalberto Mondesi","KC","SS","584","NCNF","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Franmil Reyes","CLE","UT","585","DEAL","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dominic Smith","NYM","1B,OF","586","BFT","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gleyber Torres","NYY","SS","587","MBC","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alex Verdugo","BOS","OF","588","BFT","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Shohei Ohtani","LAA","UT","589","Luka","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yordan Alvarez","HOU","UT","590","Luka","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brian Anderson","MIA","3B","591","BFT","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jake Cronenworth","SD","2B","592","Nunez","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tommy Edman","STL","3B,OF","593","DEAL","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Austin Meadows","TB","OF","594","VP","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sean Murphy","OAK","C","595","Luka","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jo Adell","LAA","OF","596","DEAL","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Chapman","OAK","3B","597","CP DLT","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"J.D. Davis","NYM","3B","598","BFT","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"David Fletcher","LAA","SS","599","NT 13","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ramon Laureano","OAK","OF","600","VP","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Nimmo","NYM","OF","601","DEAL","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Victor Robles","WSH","OF","602","VP","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dylan Moore","SEA","OF","603","VP","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Austin Nola","SD","C","604","BART","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Solak","TEX","OF","605","Nunez","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jesse Winker","CIN","UT","606","BART","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Willy Adames","TB","SS","607","VP","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hunter Dozier","KC","1B,OF","608","NT 4","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Austin Riley","ATL","3B","609","Luka","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anthony Santander","BAL","OF","610","NCNF","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Christian Vazquez","BOS","C","611","Nunez","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000"
"Joey Bart","SF","C","612","CP DLT","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bobby Dalbec","BOS","1B","613","Luka","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Clint Frazier","NYY","OF","614","Ass","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alex Kirilloff","MIN","OF","615","NT 4","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trey Mancini","BAL","1B,OF","616","MSBC","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Paul DeJong","STL","SS","617","Nunez","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan McMahon","COL","2B","618","Ass","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andrew Benintendi","BOS","OF","619","Nunez","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
