"Player","Team","Position","Rk","Status","Age","Opponent","FPts","FP/G","GP","AB","AVG","RC","TB","XBH","HBP","IBB","SH","SF","GIDP","Sl","CYC"
"Yonder Alonso","SD","1B","221","FA","33","","69.5","1.48","47","88",".330","19.1","48","9","0","0","0","0","2","0","0"
"Chris Parmelee","(N/A)","1B","222","FA","32","","68.5","3.26","21","76",".355","19.7","45","10","0","0","0","0","3","0","0"
"Tyler Flowers","ATL","C","223","FA","34","","66.5","1.75","38","110",".209","14.2","45","11","3","0","0","2","2","1","0"
"Carlos Peguero","(N/A)","OF","224","FA","33","","66.5","1.45","46","143",".196","13.6","53","11","3","2","0","1","0","0","0"
"Rob Johnson","SD","C","225","FA","38","","64.5","0.96","67","179",".190","13.3","51","10","3","1","2","1","3","0","0"
"Matt Angle","OAK","OF","226","FA","35","","64","2.06","31","79",".177","6.7","21","5","1","0","3","0","0","0","0"
"Pedro Alvarez","(N/A)","1B","227","FA","33","","64","0.86","74","235",".191","17.1","68","14","2","1","1","0","11","0","0"
"Jason Donald","TEX","SS","228","FA","36","","63","1.62","39","132",".318","18.7","53","8","3","0","0","1","2","0","0"
"Julio Borbon","(N/A)","OF","229","FA","34","","61.5","1.92","32","89",".270","8.3","31","4","2","0","3","1","2","0","0"
"Brooks Conrad","KC","2B,3B","230","FA","40","","61","0.66","92","103",".223","14.0","40","9","1","2","2","1","0","0","0"
"Mitch Maier","KC","OF","231","FA","38","","60.5","1.38","44","95",".232","12.3","32","7","1","0","0","1","1","0","0"
"Logan Forsythe","MIA","2B","232","FA","33","","60","0.97","62","150",".213","11.8","43","10","3","3","2","2","3","0","0"
"Reid Brignac","(N/A)","3B","233","FA","34","","59","0.64","92","249",".193","12.2","55","5","1","1","4","0","2","0","0"
"Justin Ruggiano","SF","OF","234","FA","38","","59","1.28","46","105",".248","10.5","42","8","0","0","1","1","2","0","0"
"Emmanuel Burriss","LAA","2B","235","FA","35","","58","0.98","59","137",".204","6.7","29","1","3","0","6","0","2","0","0"
"Juan Francisco","(N/A)","3B","236","FA","33","","57","1.84","31","93",".258","11.9","42","11","0","1","0","0","1","0","0"
"Chase d'Arnaud","(N/A)","SS","237","FA","33","","56.5","1.18","48","143",".217","8.7","41","8","1","0","2","1","3","0","0"
"Jesus Montero","(N/A)","1B","238","FA","31","","56","3.11","18","61",".328","14.2","36","8","1","2","0","0","2","0","0"
"Charlie Blackmon","COL","OF","239","BART","34","","55","2.04","27","98",".255","7.3","29","2","0","1","1","0","2","0","0"
"Michael Saunders","(N/A)","OF","240","FA","34","","55","0.95","58","161",".149","7.0","35","7","0","1","5","1","1","0","0"
"J.R. Towles","HOU","C","241","FA","36","","54","1","54","147",".184","11.0","43","10","2","1","1","2","3","0","0"
"Dave Sappelt","BOS","OF","242","FA","33","","53.5","1.41","38","107",".243","9.4","34","8","0","0","4","0","1","0","0"
"Gerald Laird","(N/A)","C","243","FA","41","","53","1.43","37","95",".232","9.3","34","9","1","3","2","1","3","0","0"
"Jorge Cantu","(N/A)","1B,3B","244","FA","38","","52.5","0.92","57","144",".194","8.3","41","7","1","1","0","3","6","0","0"
"Dayan Viciedo","CHW","OF","245","FA","31","","49.5","1.71","29","102",".255","10.2","32","4","2","0","0","0","4","0","0"
"Anthony Rizzo","CHC","1B","246","ZL","31","","49","1","49","128",".141","9.7","31","10","4","1","0","0","2","0","0"
"JB Shuck","(N/A)","OF","247","FA","33","","47.5","1.28","37","81",".272","9.3","26","3","0","1","0","0","3","0","0"
"Collin Cowgill","SEA","OF","248","FA","34","","47","1.31","36","92",".239","8.4","28","4","0","1","0","0","0","0","0"
"Bobby Wilson","(N/A)","C","249","FA","37","","45","0.79","57","111",".189","7.3","32","9","0","1","4","2","2","0","0"
"Jarrod Dyson","CHW","OF","250","FA","36","","43","1.65","26","44",".205","3.5","10","1","0","0","1","1","0","0","0"
"Jordan Pacheco","(N/A)","3B","251","FA","34","","43","2.05","21","84",".286","9.5","31","3","1","0","0","0","2","0","0"
"Jake Fox","PHI","C,OF","252","FA","38","","42","1.56","27","61",".246","7.2","27","7","2","0","0","0","4","0","0"
"David Cooper","NYM","1B","253","FA","33","","41.5","1.54","27","71",".211","7.8","28","9","1","0","0","2","2","0","0"
"Trayvon Robinson","CHW","OF","254","FA","33","","41.5","0.94","44","143",".210","12.0","48","14","0","0","3","1","1","0","0"
"Ian Stewart","(N/A)","3B","255","FA","35","","36.5","0.76","48","122",".156","6.7","27","7","0","2","0","0","1","0","0"
"Tony Cruz","(N/A)","C","256","FA","34","","36","0.95","38","65",".262","7.2","22","5","1","1","0","0","1","0","0"
"Andy LaRoche","CHW","3B","257","FA","37","","35.5","0.89","40","93",".247","8.7","31","7","2","1","1","0","6","0","0"
"Ryan Adams","LAD","2B,3B","258","FA","33","","35","1.21","29","89",".281","8.0","29","4","1","0","0","0","7","0","0"
"Chris Marrero","SF","1B,OF","259","FA","32","","35","1.13","31","109",".248","8.8","32","5","1","0","0","3","1","0","0"
"Brian Dinkelman","MIN","2B,OF","260","FA","37","","33.5","1.46","23","73",".301","8.2","23","1","1","2","0","0","0","0","0"
"Kila Ka'aihue","MIA","1B","261","FA","36","","33","1.43","23","82",".195","7.6","26","6","0","0","1","1","3","0","0"
"Chris Dickerson","BAL","OF","262","FA","38","","32","0.53","60","50",".260","5.2","18","3","1","0","1","1","1","0","0"
"Ryan Lavarnway","MIA","C","263","FA","33","","29","1.71","17","39",".231","5.0","17","4","0","0","0","0","1","0","0"
"Alex Liddi","(N/A)","1B","264","FA","32","","29","1.93","15","40",".225","6.0","21","6","1","0","0","0","1","0","0"
"Wilin Rosario","(N/A)","C,1B","265","FA","31","","29","1.81","16","54",".204","5.4","25","7","0","0","0","1","1","0","0"
"Blake Davis","PIT","2B","266","FA","36","","28.5","1.14","25","59",".254","7.2","23","5","0","0","0","0","1","0","0"
"Eric Sogard","MIL","3B","267","FA","34","","27.5","1.02","27","70",".200","5.2","23","5","0","0","0","0","2","0","0"
"Marcus Thames","NYY","OF","268","FA","43","","27","0.75","36","66",".197","4.3","22","4","0","0","0","0","4","0","0"
"Andres Blanco","(N/A)","2B","269","FA","36","","27","0.75","36","76",".224","6.3","26","5","0","0","2","0","1","0","0"
"Robinson Chirinos","NYM","C","270","FA","36","","26.5","1.32","20","55",".218","5.2","17","3","0","0","0","0","0","0","0"
"Mike Baxter","SEA","OF","271","FA","36","","26","1.18","22","34",".235","5.4","15","4","1","0","0","0","1","0","0"
"Cord Phelps","PHI","2B","272","FA","33","","25.5","0.73","35","71",".155","4.3","18","4","0","0","1","0","2","0","0"
"Jose Morales","PIT","C","273","FA","37","","25","1.14","22","60",".267","6.6","19","3","0","4","0","2","1","0","0"
"Zack Cozart","(N/A)","SS","274","FA","35","","24","2.18","11","37",".324","4.8","18","2","0","0","1","0","2","0","0"
"James Darnell","TB","3B","275","FA","33","","23.5","1.31","18","45",".222","2.9","15","3","0","0","1","1","6","0","0"
"Jesus Flores","MIA","C","276","FA","36","","23.5","0.78","30","86",".209","6.7","27","7","0","2","0","0","1","0","0"
"Joe Benson","(N/A)","OF","277","FA","32","","22.5","1.07","21","71",".239","5.9","25","7","0","0","0","0","1","0","0"
"Eliezer Alfonzo","LAD","C","278","FA","41","","22","0.88","25","75",".267","7.3","24","2","1","0","0","0","1","1","0"
"Jason Jaramillo","SEA","C","279","FA","38","","22","0.96","23","43",".326","5.9","17","3","0","0","0","0","1","0","0"
"Rene Rivera","NYM","C","280","FA","37","","21.5","0.48","45","104",".144","4.5","21","4","1","0","0","1","2","0","0"
"Devin Mesoraco","NYM","C","281","FA","32","","21","1.17","18","50",".180","3.8","18","5","0","1","0","0","1","0","0"
"Alfredo Amezaga","(N/A)","2B,OF","282","FA","42","","21","0.53","40","77",".182","3.9","15","1","0","0","2","1","1","0","0"
"Trevor Crowe","(N/A)","OF","283","FA","37","","20.5","1.37","15","28",".214","2.3","7","1","0","0","0","0","1","0","0"
"Mark Hamilton","ATL","1B","284","FA","36","","18","0.47","38","47",".213","3.6","13","3","0","0","0","0","1","0","0"
"Scott Cousins","TEX","OF","285","FA","35","","17.5","0.36","48","52",".135","2.6","11","2","0","0","0","0","0","1","0"
"Matt Young","LAA","OF","286","FA","38","","17","0.85","20","48",".208","3.0","11","1","0","0","0","0","0","0","0"
"Danny Worth","HOU","2B,SS","287","FA","35","","16.5","0.55","30","37",".270","3.9","12","2","0","0","0","0","0","0","0"
"Brandon Boggs","ATL","OF","288","FA","37","","16","1","16","19",".158","2.5","9","2","0","2","0","0","0","0","0"
"Luis Valbuena","(N/A)","3B","289","FA","35","","15.5","0.91","17","43",".209","2.8","12","1","0","0","0","0","0","0","0"
"Alexi Amarista","(N/A)","SS","290","FA","31","","14","0.61","23","52",".154","2.2","13","4","0","0","1","1","1","0","0"
"Tommy Field","MIN","2B","291","FA","33","","14","0.88","16","48",".271","4.1","13","0","0","0","0","0","1","0","0"
"Matt Dominguez","(N/A)","3B","292","FA","31","","13.5","0.79","17","45",".244","3.9","15","4","1","0","0","0","2","0","0"
"Conor Gillaspie","(N/A)","3B","293","FA","33","","13.5","0.9","15","19",".263","2.8","8","1","0","0","0","0","0","0","0"
"Chris Valaika","CHC","3B","294","FA","35","","13.5","0.96","14","25",".280","3.5","10","2","0","0","0","0","0","0","0"
"Taylor Green","MIL","1B","295","FA","34","","13","0.65","20","37",".270","3.2","13","3","0","0","0","0","1","0","0"
"Cole Gillespie","SD","OF","296","FA","36","","11.5","2.3","5","6",".333","2.3","5","1","0","0","0","0","0","1","0"
"DJ LeMahieu","(N/A)","2B","297","BART","32","","11","0.3","37","60",".250","3.9","17","2","0","0","1","0","2","0","0"
"Lorenzo Cain","MIL","OF","298","FA","34","","11","1.83","6","22",".273","2.2","7","1","0","0","0","0","0","0","0"
"Hector Sanchez","DET","C","299","FA","31","","11","0.85","13","31",".258","3.2","10","2","0","0","0","0","1","0","0"
"Taylor Teagarden","CHC","C","300","FA","36","","10.5","0.75","14","34",".235","2.9","10","2","0","0","0","0","0","0","0"
"Brad Emaus","NYM","2B","301","FA","34","","9","0.64","14","37",".162","1.3","6","0","1","1","0","0","3","0","0"
"Pete Kozma","ATL","SS","302","FA","32","","9","0.56","16","17",".176","1.6","4","1","0","0","1","0","0","0","0"
"Adron Chambers","(N/A)","OF","303","FA","34","","8.5","0.47","18","8",".375","1.9","5","1","0","0","0","0","0","0","0"
"Blake Tekotte","BOS","OF","304","FA","33","","8.5","0.45","19","34",".176","2.3","9","2","0","0","2","0","0","0","0"
"Erick Almonte","MIL","OF","305","FA","42","","8","0.5","16","29",".103","0.2","6","1","0","0","0","0","2","0","0"
"Steve Lombardozzi","(N/A)","2B","306","FA","32","","8","0.62","13","31",".194","1.6","7","1","0","0","0","0","0","0","0"
"Josh Bell","SD","3B","307","FA","34","","7.5","0.29","26","61",".164","2.2","10","0","0","0","0","0","1","0","0"
"Manny Pina","MIL","C","308","FA","33","","7","1.75","4","14",".214","1.1","5","2","0","0","0","0","1","0","0"
"Brandon Laird","(N/A)","1B","309","FA","33","","7","0.64","11","21",".190","1.2","4","0","0","0","1","0","1","0","0"
"Brandon Snyder","WSH","3B","310","FA","34","","6.5","1.08","6","13",".231","2.1","4","1","1","0","0","0","0","0","0"
"Everth Cabrera","(N/A)","SS","311","FA","34","","5.5","2.75","2","8",".125","0.4","1","0","0","0","0","0","0","0","0"
"Jose Lobaton","(N/A)","C","312","FA","36","","5.5","0.37","15","34",".118","1.1","5","1","1","0","0","0","2","0","0"
"Leonys Martin","CLE","OF","313","FA","32","","5.5","0.69","8","8",".375","1.5","4","1","0","0","0","0","0","0","0"
"Anthony Recker","(N/A)","C","314","FA","37","","5.5","1.1","5","17",".176","1.7","4","1","0","0","0","0","0","0","0"
"Andrew Brown","LAA","OF","315","FA","36","","5","0.45","11","22",".182","0.7","5","1","0","0","0","0","1","0","0"
"Greg Golson","MIL","OF","316","FA","35","","5","0.56","9","11",".182","0.6","2","0","0","0","0","0","0","0","0"
"Efren Navarro","(N/A)","1B,OF","317","FA","34","","4.5","0.56","8","10",".200","0.6","3","1","0","0","1","0","1","0","0"
"Jose Iglesias","LAA","SS","318","BART","30","","4","0.4","10","6",".333","0.7","2","0","0","0","0","0","0","0","0"
"Matt Carpenter","STL","3B","319","FA","35","","4","0.57","7","15",".067","0.8","2","1","0","0","0","0","0","0","0"
"Mat Gamel","(N/A)","1B","320","FA","35","","4","0.4","10","26",".115","0.5","4","1","0","0","0","0","1","0","0"
"Cole Garner","TOR","OF","321","FA","36","","4","1","4","9",".222","0.7","2","0","0","0","0","0","0","0","0"
"Ivan De Jesus Jr.","(N/A)","SS","322","FA","33","","3.5","0.21","17","32",".188","1.3","6","0","0","0","1","0","1","0","0"
"Steve Clevenger","(N/A)","C","323","FA","34","","3.5","1.75","2","4",".250","0.9","2","1","1","0","0","0","0","0","0"
"Omar Quintanilla","COL","SS","324","FA","39","","3.5","0.32","11","22",".045","0.2","3","1","0","0","1","0","0","0","0"
"Cedric Hunter","PHI","OF","325","FA","32","","3","0.5","6","4",".250","0.3","1","0","0","0","0","0","0","0","0"
"Ramiro Pena","SF","2B","326","FA","35","","3","0.13","23","40",".100","1.0","7","1","1","0","2","1","1","0","0"
"Erik Kratz","NYY","C","327","FA","40","","2.5","1.25","2","6",".333","1.0","3","1","0","0","0","0","0","0","0"
"Luis Durango","CIN","OF","328","FA","34","","2.5","1.25","2","6",".167","0.4","1","0","0","0","0","0","0","0","0"
"Russ Canzler","PHI","OF","329","FA","34","","2.5","0.83","3","3",".333","0.6","1","0","0","0","0","1","0","0","0"
"Logan Schafer","BAL","OF","330","FA","34","","2.5","0.31","8","3",".333","0.6","1","0","0","0","1","0","0","0","0"
"Andrew Romine","TEX","SS","331","FA","34","","2","0.2","10","16",".125","0.4","2","0","0","0","1","0","0","0","0"
"Eduardo Escobar","ARI","3B","332","ZL","31","","1.5","0.17","9","7",".286","0.6","2","0","0","0","0","0","0","0","0"
"Austin Romine","DET","C","333","FA","32","","1.5","0.17","9","19",".158","0.7","3","0","0","0","0","0","0","0","0"
"Tim Federowicz","TEX","C","334","FA","33","","1.5","0.21","7","13",".154","0.9","2","0","1","0","0","0","0","0","0"
"Pedro Florimon","(N/A)","SS","335","FA","34","","1","0.25","4","8",".125","0.5","2","1","0","0","1","0","0","0","0"
"Hector Gomez","PHI","2B,SS","336","FA","32","","1","0.5","2","6",".333","0.9","2","0","0","1","0","0","0","0","0"
"Adam Moore","(N/A)","C","337","FA","36","","1","0.5","2","6",".167","0.3","2","1","0","0","0","0","0","0","0"
"Josh Rodriguez","NYM","SS","338","FA","35","","0.5","0.07","7","12",".083","0.3","1","0","1","0","0","0","0","0","0"
"Jose Abreu","CHW","1B","339","Ass","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ronald Acuna Jr.","ATL","OF","340","Nunez","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tim Anderson","CHW","SS","341","BFT","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mookie Betts","LAD","OF","342","NT 13","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cavan Biggio","TOR","2B","343","MBC","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Xander Bogaerts","BOS","SS","344","NT 13","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bryce Harper","PHI","OF","345","Nunez","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Lowe","TB","2B","346","VP","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Manny Machado","SD","3B","347","Nunez","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Whit Merrifield","KC","OF","348","Luka","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marcell Ozuna","(N/A)","OF","349","BART","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Ramirez","CLE","3B","350","Nunez","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eddie Rosario","(N/A)","OF","351","BFT","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Corey Seager","LAD","SS","352","Ass","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Juan Soto","WSH","OF","353","BFT","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trevor Story","COL","SS","354","NCNF","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dansby Swanson","ATL","SS","355","Luka","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fernando Tatis Jr.","SD","SS","356","MSBC","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyle Tucker","HOU","OF","357","MBC","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trea Turner","WSH","SS","358","NT 4","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luke Voit","NYY","1B","359","VP","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jarred Kelenic","SEA","OF","360","MBC","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pete Alonso","NYM","1B","361","BART","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nolan Arenado","COL","3B","362","ZL","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Randy Arozarena","TB","OF","363","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Javier Baez","CHC","SS","364","NT 4","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cody Bellinger","LAD","OF","365","Ass","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bo Bichette","TOR","SS","366","Luka","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Conforto","NYM","OF","367","MSBC","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Willson Contreras","CHC","C","368","BFT","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rafael Devers","BOS","3B","369","VP","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trent Grisham","SD","OF","370","DEAL","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
