"Player","Team","Position","Rk","Status","Age","Opponent","FPts","FP/G","GP","AB","AVG","RC","TB","XBH","HBP","IBB","SH","SF","GIDP","Sl","CYC"
"Jordan Dean","DET","SS","3074","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Dean","TOR","1B,3B","3075","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Dean","LAD","SS","3076","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Dearden","BOS","OF","3077","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jaff Decker","WSH","OF","3078","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Craig Dedelow","CHW","OF","3079","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kellin Deglan","NYY","C","3080","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alex Degoti","HOU","SS","3081","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alisson Del Orbe","TEX","2B","3082","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Diomedes Del Rio","STL","OF","3083","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daury Del Rosario","TB","2B","3084","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Francisco Del Valle","LAA","OF","3085","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jason Delaney","PIT","1B","3086","FA","38","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jason Delay","PIT","C","3087","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mitchell Delfino","SF","3B","3088","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jean Delgado","SF","SS","3089","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Natanael Delgado","BAL","OF","3090","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonny Deluca","LAD","OF","3091","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ben Deluzio","MIA","SS","3092","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Austin Dennis","HOU","OF","3093","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"David Denson","MIL","1B","3094","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cody Dent","WSH","2B,SS","3095","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Grant Desme","OAK","OF","3096","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mishael Deson","BAL","OF","3097","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alfredo Despaigne","(N/A)","OF","3098","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vincent DiFazio","TEX","C","3099","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Argenis Diaz","DET","SS","3100","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Blayberg Diaz","MIL","C","3101","FA","17","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Diaz","MIL","OF","3102","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carlos Diaz","HOU","1B,OF","3103","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cesar Diaz","NYY","OF","3104","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Diaz","PIT","SS","3105","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Edwin Diaz","OAK","SS","3106","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Einar Diaz","PIT","C","3107","FA","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Francisco Diaz","PIT","C","3108","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Harold Diaz","CHW","SS","3109","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Juan Diaz","PIT","SS","3110","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Diaz","CHC","2B","3111","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Omar Diaz","HOU","OF","3112","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pedro Diaz","TB","OF","3113","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rhodery Diaz","MIN","OF","3114","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Victor Diaz","PHI","C","3115","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"O'Koyea Dickson","WSH","1B,OF","3116","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ray-Patrick Didder","ATL","SS","3117","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Danny Diekroeger","STL","2B,3B,SS","3118","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kenny Diekroeger","KC","SS","3119","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vladimir Dilone","COL","2B","3120","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dawson Dimon","TB","C","3121","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Harrison Dinicola","MIA","OF","3122","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anthony Dirocie","NYM","OF","3123","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Burle Dixon","KC","OF","3124","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rashun Dixon","OAK","OF","3125","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dillon Dobson","SF","1B,3B","3126","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mike Dodig","ATL","3B","3127","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Domoromo","SD","OF","3128","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Dominguez","WSH","OF","3129","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mason Doolittle","WSH","C","3130","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Dore","SD","OF","3131","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Danny Dorn","TOR","1B,OF","3132","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Drew Dosch","BAL","3B,OF","3133","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Terence Doston","MIL","OF","3134","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cade Doughty","DET","SS","3135","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Douglas","DET","2B","3136","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Downes","KC","OF","3137","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luke Doyle","STL","2B,SS","3138","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Blake Drake","STL","OF","3139","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brayden Drake","SD","3B","3140","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yadir Drake","LAD","OF","3141","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Miguel Droz","LAD","SS","3142","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matthew Duce","STL","C","3143","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Duffy","(N/A)","OF","3144","FA","40","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Duffy","HOU","3B","3145","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kelly Dugan","PHI","OF","3146","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dayton Dugas","DET","OF","3147","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Taylor Dugas","NYY","OF","3148","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Dulin","KC","1B","3149","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dalton Dulin","WSH","2B","3150","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jordan Dunatov","CLE","OF,P","3151","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Blake Dunn","(N/A)","OF","3152","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Oliver Dunn","NYY","2B","3153","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Antoine Duplantis","NYM","OF","3154","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Will Dupont","TOR","2B","3155","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carlos Duran","PHI","OF","3156","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Juan Duran","CIN","OF","3157","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matthew Duran","NYY","3B","3158","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Durango","CLE","OF","3159","FA","17","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"David Durden","BOS","OF","3160","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Durna","CHC","1B","3161","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Camden Duzenack","ARI","SS","3162","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Allan Dykstra","(N/A)","1B","3163","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cutter Dykstra","MIL","2B","3164","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luke Dykstra","STL","2B","3165","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonathan Diaz","NYY","SS","3166","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Clark Eagan","PIT","OF","3167","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jerrion Ealy","(N/A)","OF","3168","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ed Easley","PIT","C","3169","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nate Easley","SD","OF","3170","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Easton","MIN","1B,P","3171","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kody Eaves","DET","2B","3172","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Echenique","KC","OF","3173","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jordan Edgerton","ATL","3B","3174","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Danny Edgeworth","COL","3B","3175","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mikey Edie","SF","OF","3176","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Spencer Edwards","TB","SS","3177","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Egnatuk","MIL","3B","3178","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Johnny Eierman","TB","SS","3179","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jacob Eigsti","NYM","2B","3180","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Josh Elander","ATL","C","3181","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gauntlett Eldemire","PHI","OF","3182","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Caleb Eldridge","PHI","1B","3183","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sebastian Elizalde","CIN","OF","3184","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Austin Elkins","HOU","2B","3185","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Justin Ellison","ATL","OF","3186","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brayan Emery","NYY","OF","3187","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kevin Encarnacion","CHC","OF","3188","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Encarnacion","PHI","3B","3189","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonathan Engelmann","CLE","OF","3190","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tanner English","MIN","OF","3191","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Julio Enrique","LAD","OF","3192","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alex Erro","BOS","2B,3B","3193","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alfredo Escalera-Maldonado","KC","OF","3194","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ildemaro Escalona","DET","SS","3195","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Juan Escarra","BAL","1B","3196","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carlos Escobar","CHC","C","3197","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Elys Escobar","DET","C","3198","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Julian Escobedo","CLE","OF","3199","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sebastian Espino","NYM","SS","3200","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jason Esposito","BAL","3B","3201","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nathan Esposito","KC","C","3202","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ariel Estades","KC","OF","3203","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Geury Estevez","SD","SS","3204","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kelvin Estevez","ATL","OF","3205","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alberto Estrella","LAD","OF","3206","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Devon Ethier","LAD","OF","3207","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ricky Eusebio","SEA","OF","3208","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zane Evans","KC","C","3209","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Skyler Ewing","SF","1B","3210","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Exposito","OAK","C","3211","FA","33","","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0"
"Albert Fabian","SD","OF","3212","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Irving Falu","(N/A)","2B","3213","FA","37","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aaron Familia","MIL","3B","3214","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Johneshwy Fargas","NYM","OF","3215","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cody Farhat","CLE","OF","3216","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Logan Farrar","OAK","OF","3217","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Taylor Featherston","(N/A)","2B","3218","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zach Featherstone","MIN","1B,OF","3219","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tim Fedroff","CLE","OF","3220","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nicholas Feight","SD","1B","3221","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Felix","TEX","C","3222","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anderson Feliz","NYY","2B","3223","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jesus Feliz","MIN","SS","3224","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Josh Fellhauer","CIN","OF","3225","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Grant Fennell","CHC","1B,OF","3226","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mick Fennell","STL","OF","3227","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Collin Ferguson","COL","1B","3228","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andy Fermin","TOR","3B","3229","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Freddy Fermin","KC","C","3230","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Frankeny Fernandez","HOU","2B","3231","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ilvin Fernandez","CIN","SS","3232","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeremy Fernandez","ATL","OF","3233","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jorge Fernandez","MIN","C","3234","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Fernandez","(N/A)","1B,2B","3235","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ricardo Ferreira","NYY","2B","3236","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dominic Ficociello","DET","2B","3237","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Fiedler","STL","OF","3238","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Johnny Field","(N/A)","OF","3239","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Fields","(N/A)","OF","3240","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daniel Fields","LAD","OF","3241","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Josh Fields","PHI","3B","3242","FA","38","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Roemon Fields","TOR","OF","3243","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adonis Figuereo","DET","OF","3244","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alberto Figuereo","TB","2B","3245","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Austin Filiere","CHC","3B","3246","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Filliben","PIT","SS","3247","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Grant Fink","CLE","1B,3B","3248","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Claudio Finol","CIN","3B","3249","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeff Fiorentino","OAK","OF","3250","FA","37","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Keegan Fish","MIA","C","3251","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Fish","LAA","OF","3252","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zach Fish","CHW","OF","3253","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Austin Fisher","CLE","SS","3254","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ben Fisher","MIA","1B","3255","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Clay Fisher","BAL","SS","3256","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Devon Fisher","BOS","C","3257","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jared Fisher","PHI","C,P","3258","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Colby Fitch","PHI","C","3259","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Flacco","BAL","1B","3260","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Flaherty","(N/A)","3B","3261","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Miguel Flames","NYY","C","3262","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Billy Fleming","NYY","1B","3263","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Scott Fletcher","KC","OF","3264","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jecksson Flores","KC","SS","3265","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jorge Flores","TOR","SS","3266","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ramon Flores","MIN","OF","3267","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Raymel Flores","ARI","2B,SS","3268","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rudy Flores","ARI","1B","3269","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andrew Florides","TOR","SS","3270","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Francisco Floyd","ATL","SS","3271","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lachlan Fontaine","SEA","3B","3272","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nolan Fontana","(N/A)","2B","3273","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Shayne Fontana","BAL","OF","3274","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fred Ford","KC","1B,OF","3275","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Blake Forsythe","NYM","C","3276","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cole Foster","(N/A)","SS","3277","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jared Foster","LAA","OF","3278","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gabrial Franca","SEA","SS","3279","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Julio Francisco","PHI","OF","3280","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Angel Franco","KC","2B","3281","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carlos Franco","ATL","1B,3B","3282","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kevin Frandsen","(N/A)","OF","3283","FA","38","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kevin Franklin","CIN","3B","3284","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Franklin","(N/A)","2B","3285","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Harrison Frawley","TOR","C","3286","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jarrett Freeland","CIN","C","3287","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Choo Freeman","LAD","OF","3288","FA","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Clinton Freeman","LAD","1B","3289","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ike Freeman","CLE","2B,3B,SS","3290","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"John Freeman","NYM","C","3291","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kelvin Freeman","CHC","1B","3292","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ronnie Freeman","OAK","C","3293","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wesley Freeman","PIT","OF","3294","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andrew Fregia","BAL","3B","3295","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cole Frenzel","NYM","3B","3296","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Frank Frias","NYY","OF","3297","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Patrick Frick","SEA","SS","3298","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vito Friscia","PHI","C","3299","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Frost","CHW","OF","3300","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Branden Fryman","NYM","SS","3301","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Balbino Fuenmayor","KC","3B","3302","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Edwin Fuentes","TOR","1B,3B","3303","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Leonardo Fuentes","SF","OF","3304","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rey Fuentes","(N/A)","OF","3305","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Steven Fuentes","DET","SS","3306","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amalani Fukofuka","KC","OF","3307","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Will Fulmer","NYM","2B","3308","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyle Gaedele","(N/A)","OF","3309","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jamie Galazin","CHC","OF","3310","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rocky Gale","LAD","C","3311","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jesus Galindo","SF","OF","3312","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Austin Gallagher","LAD","3B","3313","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anthony Gallas","CLE","OF","3314","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Gallic","SD","OF","3315","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jimmy Galusky","CHW","2B,SS","3316","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonathan Galvez","SD","SS","3317","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daniel Gamache","PIT","3B","3318","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
