"Player","Team","Position","Rk","Status","Age","Opponent","FPts","FP/G","W","SV","IP","K/9","BB/9","HR/9","GB/FB","HR/FB","BABIPA","ERA","LOB%","FIP"
"JT Brubaker","PIT","RP","579","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Blake Treinen","LAD","RP","580","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Shane McClanahan","TB","RP","581","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Emerson Hancock","SEA","SP","582","MBC","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Asa Lacy","KC","RP","583","DEAL","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Grayson Rodriguez","BAL","SP","584","MSBC","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chad Kuhl","PIT","SP","585","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jordan Balazovic","MIN","SP","586","NT 4","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Reid Detmers","LAA","SP","587","NT 4","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hunter Greene","CIN","SP","588","MSBC","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amir Garrett","CIN","RP","589","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Austin Gomber","STL","RP","590","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hunter Harvey","BAL","RP","591","MSBC","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Max Meyer","MIA","SP","592","MBC","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Pivetta","BOS","SP","593","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Foster","CHW","RP","594","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Anderson","(N/A)","SP","595","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"DL Hall","BAL","SP","596","Nunez","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andres Munoz","SEA","RP","597","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Steven Brault","PIT","RP","598","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jhoan Duran","MIN","SP","599","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Simeon Woods-Richardson","TOR","SP","600","BFT","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chad Green","NYY","RP","601","BFT","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jackson Rutledge","WSH","SP","602","NCNF","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mick Abel","PHI","P","603","DEAL","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alek Manoah","TOR","SP","604","Luka","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tomoyuki Sugano","(N/A)","SP","605","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daniel Espino","CLE","SP","606","NT 4","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Codi Heuer","CHW","RP","607","NT 4","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Reynaldo Lopez","CHW","SP","608","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Steven Matz","NYM","SP","609","MBC","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ethan Hankins","CLE","SP","610","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Keone Kela","PIT","RP","611","NCNF","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Emilio Pagan","SD","RP","612","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonathan Loaisiga","NYY","SP","613","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Patrick Sandoval","LAA","SP","614","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carlos Rodon","(N/A)","SP","615","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matthew Allan","NYM","SP","616","MBC","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Shane Greene","ATL","RP","617","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daulton Jefferies","OAK","SP","618","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Genesis Cabrera","STL","SP","619","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cade Cavalli","WSH","SP","620","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jared Kelley","CHW","P","621","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Blake Walston","ARI","SP","622","MSBC","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Darwinzon Hernandez","BOS","SP","623","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Bitsko","TB","P","624","MSBC","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ken Giles","TOR","RP","625","Luka","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Josh James","HOU","RP","626","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Matzek","ATL","RP","627","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jaime Barria","LAA","SP","628","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rowan Wick","CHC","RP","629","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Quinn Priester","PIT","SP","630","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joe Jimenez","DET","RP","631","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Seth Corry","SF","SP","632","NT 4","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Medina","NYY","SP","633","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cole Wilcox","SD","SP","634","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joey Lucchesi","SD","SP","635","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Weathers","SD","RP","636","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jason Groome","BOS","SP","637","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bryce Jarvis","ARI","SP","638","Nunez","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Francisco Morales","PHI","SP","639","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joe Ryan","TB","SP","640","ZL","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kohei Arihara","(N/A)","SP","641","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyle Cody","TEX","SP","642","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Fulmer","DET","SP","643","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Braxton Garrett","MIA","SP","644","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Margevicius","SEA","SP","645","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Thomas Hatch","TOR","SP","646","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yimi Garcia","MIA","RP","647","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Corey Knebel","LAD","RP","648","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mike Foltynewicz","ATL","SP","649","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brent Suter","MIL","SP","650","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bryan Garcia","DET","RP","651","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Rogers","SF","RP","652","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trevor Williams","(N/A)","SP","653","VP","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A.J. Minter","ATL","RP","654","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Gil","NYY","RP","655","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adam Kloffenstein","TOR","SP","656","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andry Lara","WSH","SP","657","FA","17","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Rolison","COL","SP","658","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cole Winn","TEX","SP","659","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Garcia","HOU","RP","660","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gregory Soto","DET","SP","661","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Touki Toussaint","ATL","SP","662","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bobby Miller","LAD","RP","663","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zack Thompson","STL","RP","664","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ty Buttrey","LAA","RP","665","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yonny Chirinos","TB","SP","666","CP DLT","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bryan Mata","BOS","SP","667","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyle Muller","ATL","SP","668","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mychal Givens","COL","RP","669","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Wittgren","CLE","RP","670","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"JJ Goss","TB","SP","671","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brennan Malone","PIT","SP","672","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tahnaj Thomas","PIT","SP","673","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Victor Gonzalez","LAD","RP","674","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Scott Barlow","KC","RP","675","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jon Duplantier","ARI","RP","676","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tanner Burns","CLE","P","677","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adonis Medina","PHI","SP","678","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Evan Marshall","CHW","RP","679","MBC","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alex Faedo","DET","RP","680","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Beede","SF","SP","681","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Erick Fedde","WSH","SP","682","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Austin Voth","WSH","SP","683","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"J.B. Bukauskas","ARI","SP","684","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hans Crouse","TEX","SP","685","Luka","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kevin Ginkel","ARI","RP","686","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"J.T. Ginn","NYM","P","687","BART","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michel Baez","SD","RP","688","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Martin","ATL","RP","689","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Taylor Clarke","ARI","RP","690","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jesse Hahn","KC","SP","691","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joey Cantillo","CLE","SP","692","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Slade Cecconi","ARI","P","693","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ethan Small","MIL","SP","694","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anthony Kay","TOR","SP","695","MBC","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"James Kaprielian","OAK","SP","696","Nunez","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Clayton Beeter","LAD","SP","697","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mason Denaburg","WSH","SP","698","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Franklin Perez","DET","SP","699","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jared Shuster","ATL","SP","700","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Felix Pena","LAA","RP","701","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jordan Yamamoto","MIA","SP","702","Ass","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"John Curtiss","TB","RP","703","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joey Wentz","DET","SP","704","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Austin Adams","SD","RP","705","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Wisler","SF","RP","706","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alex Young","ARI","SP","707","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Logan Allen","CLE","RP","708","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Frias","ARI","RP","709","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cory Abbott","CHC","SP","710","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dax Fulton","MIA","P","711","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Noah Song","BOS","SP","712","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anderson Espinoza","SD","SP","713","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kolby Allard","TEX","SP","714","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kendall Graveman","SEA","SP","715","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daniel Norris","DET","SP","716","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Antoine Kelly","MIL","SP","717","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Tabor","ARI","SP","718","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonathan Stiever","CHW","SP","719","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mitch White","LAD","RP","720","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pedro Baez","LAD","RP","721","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"J.B. Wendelken","OAK","RP","722","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Ivey","HOU","RP","723","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eric Pardinho","TOR","SP","724","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Thad Ward","BOS","SP","725","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bryan Abreu","HOU","RP","726","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"DeMarcus Evans","TEX","RP","727","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Strahm","SD","RP","728","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chase Anderson","TOR","SP","729","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jakob Junis","KC","SP","730","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Helsley","STL","RP","731","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Enoli Paredes","HOU","RP","732","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Levi Kelly","ARI","SP","733","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Thomas Szapucki","NYM","SP","734","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"CJ Van Eyk","TOR","P","735","BFT","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"John Gant","STL","RP","736","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adam Plutko","CLE","SP","737","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hansel Robles","(N/A)","RP","738","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sandy Gaston","TB","SP","739","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lenny Torres","CLE","SP","740","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Miguel Yajure","NYY","RP","741","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Alvarado","TB","RP","742","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lou Trivino","OAK","RP","743","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eric Lauer","MIL","SP","744","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Neidert","MIA","SP","745","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Seth Romero","WSH","RP","746","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Bielak","HOU","RP","747","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Rodriguez","LAA","SP","748","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Baumann","BAL","SP","749","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Roansy Contreras","NYY","SP","750","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Robert Dominguez","NYM","SP","751","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Seth Johnson","TB","SP","752","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jared Jones","PIT","P","753","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tony Santillan","CIN","SP","754","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kendall Williams","LAD","SP","755","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Williamson","SEA","SP","756","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Scott Oberg","COL","RP","757","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tanner Scott","BAL","RP","758","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ljay Newsome","SEA","SP","759","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Johan Oviedo","STL","SP","760","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Drew Rasmussen","MIL","SP","761","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trevor Richards","TB","SP","762","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Oscar Colas","(N/A)","OF,P","763","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joely Rodriguez","TEX","RP","764","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sean Hjelle","SF","SP","765","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zac Lowther","BAL","SP","766","MSBC","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carmen Mlodzinski","PIT","P","767","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
