"Player","Team","Position","Rk","Status","Age","Opponent","FPts","FP/G","W","SV","IP","K/9","BB/9","HR/9","GB/FB","HR/FB","BABIPA","ERA","LOB%","FIP"
"Jake Zebron","BAL","P","5281","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Josh Zeid","STL","RP","5282","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Randall Zeigler","SF","P","5283","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Angel Zerpa","KC","SP","5284","W (Mon)","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brad Ziegler","(N/A)","RP","5285","FA","41","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"James Ziemba","LAA","P","5286","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeff Zimmerman","SEA","RP","5287","FA","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Zimmerman","COL","P","5288","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zechry Zinicola","WSH","RP","5289","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Charlie Zink","MIN","SP","5290","FA","41","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kevin Ziomek","DET","SP","5291","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jacob Zokan","SEA","P","5292","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Scott Zuloaga","HOU","P","5293","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nelson Zulueta","MIA","P","5294","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yosver Zulueta","TOR","SP","5295","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joel Zumaya","(N/A)","RP","5296","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyle Zurak","NYY","P","5297","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tom de Blok","DET","SP","5298","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gerrit van Zijll","NYY","P","5299","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Henderson Alvarez","PIT","SP","5300","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"R.J. Alvarez","(N/A)","RP","5301","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Phillip Diehl","COL","RP","5302","FA","26","","-0.17","-0.02","0","0","7.1","9.82","2.45","1.23","0.45","9.09","0.391","7.36",".603","3.91"
"Hector Velazquez","HOU","RP","5303","FA","32","","-0.17","-0","1","0","56.1","7.83","4.47","1.12","1.10","12.07","0.323","5.43",".619","4.62"
"Keury Mella","ARI","RP","5304","FA","27","","-0.33","-0.17","0","0","3.2","9.82","4.91","0.00","1.00","0.00","0.417","7.36",".571","2.54"
"Eduardo Jimenez","ARI","RP","5305","FA","25","","-0.33","-0.04","0","0","10.2","6.75","4.22","0.84","0.93","6.67","0.314","5.91",".641","4.21"
"Xavier Cedeno","(N/A)","RP","5306","FA","34","","-0.5","-0.1","0","0","2","4.50","13.50","0.00","1.33","0.00","0.444","0.00","1.000","6.59"
"Chandler Shepherd","(N/A)","RP","5307","FA","28","","-0.5","-0.1","0","0","19","8.05","2.84","2.37","1.00","23.81","0.333","6.63",".667","5.98"
"Thyago Vieira","(N/A)","RP","5308","FA","27","","-0.5","-0.08","1","0","7","10.29","6.43","0.00","1.13","0.00","0.458","9.00",".500","2.95"
"Matt Festa","SEA","RP","5309","FA","27","","-0.67","-0.03","0","0","22.1","8.46","4.84","2.01","1.00","20.83","0.254","5.64",".704","6.00"
"Sean Poppen","PIT","RP","5310","FA","26","","-0.67","-0.17","0","0","8.1","9.72","5.40","1.08","3.67","33.33","0.429","7.56",".588","4.29"
"John Curtiss","TB","RP","5311","FA","27","","-0.67","-0.67","0","0","2.1","3.86","11.57","0.00","1.33","0.00","0.250","3.86",".800","6.09"
"Fernando Romero","MIN","SP","5312","FA","25","","-1","-0.07","0","0","14","11.57","7.07","1.29","2.20","20.00","0.425","7.07",".674","4.95"
"Dennis Santana","LAD","RP","5313","FA","24","","-1","-0.33","0","0","5","10.80","7.20","1.80","2.33","33.33","0.357","7.20",".755","6.89"
"Adbert Alzolay","CHC","SP","5314","FA","25","","-1.17","-0.29","1","0","12.1","9.49","6.57","2.92","0.65","23.53","0.273","7.30",".747","7.63"
"Miguel Diaz","SD","RP","5315","FA","26","","-1.17","-0.23","0","0","6.1","5.68","1.42","1.42","1.50","16.67","0.381","7.11",".660","5.30"
"Tony Barnette","(N/A)","RP","5316","FA","37","","-1.17","-0.58","0","0","1.1","0.00","0.00","6.75","0.25","25.00","0.250","6.75","1.667","12.84"
"Adalberto Mejia","(N/A)","RP","5317","FA","27","","-1.17","-0.03","0","0","31.1","8.62","6.03","1.15","0.68","10.53","0.322","6.61",".599","4.85"
"Brady Lail","SEA","RP","5318","FA","27","","-1.33","-1.33","0","0","2.2","6.75","3.38","3.38","2.00","50.00","0.167","10.13",".000","7.59"
"Fernando Salas","(N/A)","RP","5319","FA","35","","-1.33","-0.44","0","0","2.2","10.13","0.00","3.38","3.00","50.00","0.636","6.75",".909","5.71"
"Wes Parsons","COL","RP","5320","FA","28","","-1.33","-0.04","1","0","34.2","6.75","7.53","1.56","2.14","27.27","0.283","5.45",".714","6.52"
"Dillon Tate","BAL","SP","5321","FA","26","","-1.5","-0.09","0","0","21","8.57","3.86","1.29","2.50","21.43","0.268","6.43",".612","5.04"
"Anthony Banda","SF","SP","5322","FA","27","","-1.5","-0.5","0","0","4","4.50","0.00","0.00","0.50","0.00","0.375","6.75",".500","2.09"
"Drew Anderson","(N/A)","RP","5323","FA","26","","-1.5","-0.75","0","0","6","9.00","9.00","1.50","2.67","33.33","0.294","7.50",".660","6.26"
"Sandy Baez","DET","SP","5324","FA","27","","-1.5","-1.5","0","0","1","0.00","0.00","0.00","0.67","0.00","0.400","9.00",".500","3.09"
"David Carpenter","CIN","RP","5325","FA","35","","-1.67","-0.42","0","0","3.1","5.40","10.80","0.00","6.00","0.00","0.308","5.40",".500","5.49"
"Carson Fulmer","PIT","SP","5326","FA","27","","-1.67","-0.08","1","0","27.1","8.23","6.59","1.65","1.31","17.24","0.263","6.26",".643","6.16"
"Nick Rumbelow","(N/A)","RP","5327","FA","29","","-1.67","-0.56","0","1","1.1","13.50","6.75","13.50","0.50","100.00","0.250","27.00",".000","21.84"
"Caleb Frare","(N/A)","RP","5328","FA","27","","-1.83","-0.37","0","0","2.2","10.13","13.50","3.38","0.67","33.33","0.167","10.13",".652","10.21"
"Daniel Zamora","NYM","RP","5329","FA","27","","-1.83","-0.11","0","0","8.2","8.31","5.19","1.04","0.50","7.14","0.346","5.19",".753","4.82"
"Bobby Poyner","BOS","RP","5330","FA","28","","-1.83","-0.14","0","0","11.2","8.49","3.86","1.54","0.67","13.33","0.267","6.94",".530","4.98"
"Dereck Rodriguez","DET","SP","5331","FA","28","","-2","-0.07","6","0","99","6.45","3.27","1.91","1.42","20.59","0.284","5.64",".617","5.56"
"Sam Freeman","WSH","RP","5332","FA","33","","-2","-2","0","0","2","0.00","9.00","4.50","2.00","50.00","0.250","4.50","1.111","12.59"
"Jacob Rhame","SD","RP","5333","FA","27","","-2.17","-0.43","0","0","6.1","7.11","12.79","1.42","0.71","14.29","0.143","4.26",".755","7.83"
"Trevor Hildenberger","NYM","RP","5334","FA","30","","-2.17","-0.1","2","1","16.1","8.27","3.86","1.10","1.80","13.33","0.459","10.47",".565","4.68"
"Wei-Chieh Huang","(N/A)","RP","5335","FA","27","","-2.33","-0.58","0","0","5.2","3.18","7.94","0.00","1.00","0.00","0.333","3.18",".643","5.56"
"Jaime Schultz","OAK","RP","5336","FA","29","","-2.5","-0.62","0","0","5","5.40","5.40","1.80","0.50","12.50","0.333","7.20",".658","6.29"
"Josh A. Smith","MIA","SP","5337","FA","33","","-2.5","-0.14","0","1","31","8.42","2.32","2.90","0.90","25.64","0.292","5.81",".758","6.48"
"Chris Mazza","BOS","RP","5338","FA","31","","-2.67","-0.3","1","0","16.1","6.06","2.76","0.00","2.44","0.00","0.389","5.51",".667","3.40"
"Seunghwan Oh","COL","RP","5339","FA","38","","-2.67","-0.13","3","0","18.1","7.85","2.95","2.95","1.14","27.27","0.383","9.33",".602","6.58"
"Trevor Cahill","SF","SP","5340","FA","32","","-2.67","-0.07","4","0","102.1","7.12","3.43","2.20","1.53","25.00","0.283","5.98",".702","6.00"
"Andrew Moore","SEA","SP","5341","FA","26","","-2.83","-2.83","0","0","4.2","3.86","1.93","3.86","0.33","22.22","0.267","7.71",".714","8.45"
"Jake Faria","LAA","RP","5342","FA","27","","-2.83","-0.18","0","0","18.2","9.16","5.79","2.41","1.63","31.25","0.397","6.75",".765","6.63"
"Bryse Wilson","ATL","SP","5343","Ass","22","","-3","-0.5","1","0","20","7.20","4.50","2.25","0.77","19.23","0.350","7.20",".621","6.24"
"Brian Flynn","(N/A)","RP","5344","FA","30","","-3.17","-0.29","2","0","29.1","6.75","5.22","0.61","1.39","7.14","0.391","5.22",".725","4.52"
"Tim Peterson","(N/A)","RP","5345","FA","29","","-3.17","-0.53","0","0","7.1","3.68","8.59","1.23","0.58","8.33","0.261","4.91",".809","7.32"
"Garrett Richards","(N/A)","SP","5346","VP","32","","-3.33","-1.11","0","0","8.2","11.42","6.23","2.08","1.29","28.57","0.381","8.31",".606","5.63"
"Kyle McGowin","WSH","RP","5347","FA","29","","-3.5","-0.5","0","1","16","10.13","2.25","3.94","1.44","43.75","0.333","10.13",".465","7.46"
"Danny Salazar","(N/A)","SP","5348","FA","30","","-3.5","-3.5","0","0","4","4.50","6.75","4.50","1.00","40.00","0.200","4.50","1.190","10.84"
"Mike Mayers","LAA","RP","5349","FA","29","","-3.5","-0.22","0","0","19","7.58","5.21","1.42","0.50","11.54","0.316","6.63",".660","5.35"
"Jimmy Herget","TEX","RP","5350","FA","27","","-3.67","-0.73","0","0","6.1","0.00","4.26","2.84","0.45","18.18","0.286","4.26",".976","8.62"
"Pedro Araujo","(N/A)","RP","5351","FA","27","","-3.83","-3.83","0","0","0.2","0.00","13.50","13.50","1.00","100.00","0.500","27.00",".625","27.09"
"Brad Boxberger","MIA","RP","5352","FA","32","","-3.83","-0.13","1","1","26.2","9.11","5.74","1.01","1.00","10.34","0.297","5.40",".696","4.55"
"Robert Stock","CHC","RP","5353","FA","31","","-3.83","-0.38","1","0","10.2","12.66","6.75","1.69","1.45","18.18","0.400","10.13",".446","5.25"
"Tayron Guerrero","CHW","RP","5354","FA","29","","-4","-0.08","1","0","46","8.41","7.04","1.37","1.20","14.29","0.282","6.26",".674","5.94"
"Ben Lively","(N/A)","RP","5355","FA","28","","-4","-4","0","0","1","9.00","0.00","9.00","0.33","33.33","0.500","27.00",".000","14.09"
"Robert Dugger","SEA","SP","5356","FA","25","","-4.17","-0.6","0","0","34.1","6.55","4.46","1.57","1.08","15.79","0.265","5.77",".622","5.83"
"Rookie Davis","(N/A)","SP","5357","FA","27","","-4.33","-0.87","0","0","10.2","8.44","6.75","2.53","1.56","33.33","0.321","6.75",".759","7.12"
"Junior Fernandez","STL","RP","5358","FA","23","","-4.33","-0.33","0","0","11.2","12.34","4.63","1.54","3.75","50.00","0.269","5.40",".741","5.15"
"Austin Adams","MIN","RP","5359","FA","34","","-4.33","-0.29","0","0","16.2","7.56","7.02","2.16","1.05","19.05","0.286","7.02",".709","6.87"
"Ryan Garton","MIN","RP","5360","FA","31","","-4.5","-2.25","0","0","3","3.00","3.00","6.00","0.43","28.57","0.200","12.00",".455","12.09"
"Burch Smith","OAK","RP","5361","FA","30","","-4.67","-0.27","0","0","21.1","8.44","5.91","1.27","0.69","9.38","0.343","5.48",".734","5.15"
"Andrew Suarez","SF","SP","5362","FA","28","","-4.83","-0.23","0","0","32.2","6.89","3.86","1.93","2.17","29.17","0.317","5.79",".701","5.72"
"Kyle Bird","TEX","RP","5363","FA","27","","-4.83","-0.4","0","1","12.2","7.11","10.66","3.55","1.00","31.25","0.182","7.82",".810","10.67"
"Yennsy Diaz","TOR","RP","5364","FA","24","","-4.83","-4.83","0","0","0.2","0.00","54.00","0.00","1.00","0.00","0.333","27.00",".600","21.09"
"Erasmo Ramirez","NYM","RP","5365","FA","30","","-5","-5","0","0","3","3.00","3.00","6.00","1.25","50.00","0.222","12.00",".625","13.09"
"Miguel Del Pozo","PIT","RP","5366","FA","28","","-5.17","-0.3","1","0","9.1","10.61","7.71","2.89","0.78","33.33","0.318","10.61",".507","7.48"
"Reymin Guduan","LAD","RP","5367","FA","28","","-5.17","-0.74","1","0","5.1","10.13","6.75","5.06","0.75","37.50","0.357","11.81",".641","10.40"
"Jake Barrett","(N/A)","RP","5368","FA","29","","-5.33","-2.67","0","0","3.2","9.82","4.91","4.91","0.25","25.00","0.364","14.73",".385","9.64"
"R.J. Alaniz","(N/A)","RP","5369","FA","29","","-5.33","-0.44","1","0","15.2","7.47","4.02","1.72","1.44","18.75","0.333","9.19",".413","5.26"
"Jimmy Nelson","LAD","SP","5370","FA","31","","-5.5","-0.55","0","0","22","10.64","6.95","1.64","1.05","20.00","0.375","6.95",".677","5.68"
"Adrian Morejon","SD","SP","5371","Ass","21","","-5.5","-1.1","0","0","8","10.13","3.38","1.13","1.33","11.11","0.483","10.13",".542","3.59"
"Enyel De Los Santos","PHI","SP","5372","FA","24","","-5.5","-1.1","0","0","11","7.36","4.09","3.27","1.09","36.36","0.321","7.36",".726","7.54"
"Cionel Perez","HOU","RP","5373","FA","24","","-5.5","-1.1","1","0","9","7.00","2.00","3.00","1.17","25.00","0.286","10.00",".341","6.53"
"Mike Shawaryn","BOS","RP","5374","FA","26","","-5.67","-0.4","0","0","20.1","12.84","5.75","2.21","0.76","20.00","0.412","9.74",".595","6.09"
"Kohl Stewart","BAL","SP","5375","FA","26","","-5.67","-0.63","2","0","25.1","3.55","2.84","1.78","2.05","23.81","0.282","6.39",".645","5.93"
"Luke Gregerson","(N/A)","RP","5376","FA","36","","-5.83","-0.97","0","0","5.2","3.18","1.59","0.00","2.60","0.00","0.458","7.94",".583","2.91"
"Josh Sborz","LAD","RP","5377","FA","26","","-6","-0.86","0","0","9","7.00","4.00","2.00","1.22","22.22","0.296","8.00",".536","5.76"
"Andrew Vasquez","MIN","RP","5378","FA","27","","-6","-6","0","0","0","0","99.99","0","0","0","0.000","99.99",".000","0"
"Pedro Payano","(N/A)","RP","5379","FA","26","","-6","-1","1","0","22","6.95","6.14","1.23","1.88","17.65","0.348","5.73",".661","5.50"
"Logan Allen","CLE","RP","5380","FA","23","","-6.33","-0.7","2","0","27.2","5.53","4.23","1.30","2.67","22.22","0.360","6.18",".683","5.37"
"Alex Reyes","STL","RP","5381","CP DLT","26","","-6.5","-1.62","0","0","3","3.00","18.00","3.00","0.50","16.67","0.111","15.00",".455","12.76"
"Huascar Ynoa","ATL","SP","5382","FA","22","","-6.5","-3.25","0","0","3","9.00","3.00","3.00","2.50","50.00","0.455","18.00",".179","6.42"
"Michael Blazek","(N/A)","RP","5383","FA","31","","-6.5","-1.62","0","0","5","0.00","9.00","1.80","0.31","7.69","0.250","7.20",".729","8.69"
"Wily Peralta","(N/A)","RP","5384","FA","31","","-6.67","-0.16","2","2","40.1","5.36","4.24","1.56","1.35","16.28","0.309","5.80",".676","5.72"
"Ricardo Pinto","SF","RP","5385","FA","26","","-6.67","-3.33","0","0","2.1","0.00","7.71","3.86","2.50","50.00","0.300","15.43",".435","11.23"
"Ryan Feierabend","(N/A)","RP","5386","FA","35","","-6.83","-3.42","0","0","5.2","6.35","1.59","3.18","1.43","28.57","0.409","11.12",".543","6.80"
"Luis Ortiz","BAL","RP","5387","FA","25","","-7.17","-7.17","0","0","3.1","8.10","13.50","5.40","0.60","40.00","0.250","10.80",".806","13.59"
"Aaron Barrett","WSH","RP","5388","FA","32","","-7.17","-2.39","0","0","2.1","3.86","15.43","3.86","0.60","20.00","0.400","15.43",".658","12.95"
"Dovydas Neverauskas","PIT","RP","5389","FA","27","","-7.17","-0.72","0","0","9.1","9.64","6.75","1.93","1.44","22.22","0.406","10.61",".613","6.63"
"Deolis Guerra","PHI","RP","5390","FA","31","","-7.33","-7.33","0","0","0.2","0.00","0.00","13.50","0.50","50.00","0.600","54.00",".000","22.59"
"Luis Escobar","(N/A)","RP","5391","FA","24","","-7.33","-1.83","0","0","5.2","3.18","6.35","1.59","1.67","16.67","0.450","7.94",".735","7.33"
"Jonny Venters","(N/A)","RP","5392","FA","35","","-7.5","-0.62","0","1","8","13.50","11.25","3.38","2.67","50.00","0.409","12.38",".404","9.46"
"Matt Hall","BOS","RP","5393","FA","27","","-7.67","-0.48","0","0","23.1","10.41","5.79","1.54","1.26","17.39","0.364","7.71",".625","5.06"
"Jeanmar Gomez","(N/A)","RP","5394","FA","32","","-7.67","-0.48","1","0","15.1","5.87","3.52","1.17","3.00","20.00","0.389","8.22",".551","4.85"
"Bryan Garcia","DET","RP","5395","FA","25","","-7.83","-1.12","0","0","6.2","9.45","6.75","1.35","1.57","14.29","0.400","12.15",".397","5.19"
"James Bourque","WSH","SP","5396","FA","27","","-7.83","-7.83","0","0","0.2","0.00","27.00","0.00","99.99","0","0.750","54.00",".200","12.09"
"Jeff Hoffman","CIN","RP","5397","FA","27","","-8","-0.53","2","0","70","8.74","4.37","2.70","0.97","27.27","0.303","6.56",".748","6.68"
"Chase De Jong","HOU","RP","5398","FA","26","","-8","-8","0","0","1","0.00","27.00","9.00","0.67","33.33","0.400","36.00",".435","25.09"
"Chris Rusin","ATL","RP","5399","FA","34","","-8","-4","0","0","1","0.00","9.00","9.00","0.50","50.00","0.571","36.00",".435","19.09"
"Jimmy Yacabonis","SEA","RP","5400","FA","28","","-8","-0.28","1","0","41","7.24","5.27","1.98","1.02","18.37","0.336","6.80",".699","6.24"
"Pat Venditte","MIA","RP","5401","FA","35","","-8.17","-4.08","0","0","3.1","5.40","5.40","2.70","0.80","20.00","0.273","16.20",".395","10.29"
"Jesse Hahn","KC","SP","5402","FA","31","","-8.33","-1.39","0","0","4.2","13.50","11.57","1.93","2.33","33.33","0.462","13.50",".517","6.73"
"Nick Kingham","TOR","SP","5403","FA","29","","-8.33","-0.33","4","1","55.2","7.44","4.04","1.78","1.17","17.19","0.390","7.28",".662","5.35"
"Parker Markel","LAA","RP","5404","FA","30","","-8.5","-0.42","0","0","22","9.82","6.95","2.45","1.00","24.00","0.333","7.77",".665","7.18"
"Steven Wright","(N/A)","SP","5405","FA","36","","-8.67","-1.44","0","0","6.1","7.11","5.68","4.26","1.14","42.86","0.400","8.53",".847","10.04"
"Edinson Volquez","TEX","SP","5406","FA","37","","-9","-0.82","0","0","16","5.63","6.75","1.69","1.50","18.75","0.340","6.75",".719","6.53"
"Jaime Barria","LAA","SP","5407","FA","24","","-9.33","-0.49","4","0","82.2","8.17","2.94","2.61","0.89","23.53","0.287","6.42",".686","6.10"
"Stephen Nogosek","NYM","RP","5408","FA","25","","-9.33","-1.33","0","0","6.2","8.10","2.70","2.70","1.13","25.00","0.417","10.80",".536","6.09"
"Brock Stewart","LAD","RP","5409","FA","29","","-9.33","-0.72","4","0","25.2","6.66","2.81","3.86","0.92","28.95","0.313","9.82",".583","8.47"
"Reggie McClain","NYY","RP","5410","FA","28","","-9.5","-0.68","1","0","21","4.71","5.57","0.86","5.63","25.00","0.290","6.00",".652","5.14"
"Brady Rodgers","BAL","RP","5411","FA","30","","-9.5","-3.17","0","0","5","7.20","5.40","7.20","0.75","50.00","0.214","16.20",".227","13.69"
"Aaron Wilkerson","MIL","RP","5412","FA","31","","-9.5","-1.19","0","0","16","6.19","5.06","2.25","1.00","17.39","0.375","7.31",".739","6.65"
"Yefry Ramirez","(N/A)","SP","5413","FA","27","","-9.67","-0.74","0","0","24.1","9.99","5.92","1.48","1.89","21.05","0.382","7.40",".586","5.47"
"Tanner Anderson","OAK","RP","5414","FA","27","","-9.67","-1.93","0","0","22.1","7.25","2.82","1.61","2.16","21.05","0.347","6.04",".669","4.75"
"Montana DuRapau","PIT","RP","5415","FA","28","","-9.67","-0.69","0","0","17.1","11.42","4.67","2.08","1.00","22.22","0.434","9.35",".432","5.46"
"Aaron Sanchez","(N/A)","SP","5416","FA","28","","-9.67","-0.36","5","0","131.1","7.88","4.66","1.37","1.85","18.18","0.321","5.89",".673","5.12"
"Kyle Dowdy","(N/A)","RP","5417","FA","27","","-10.17","-0.78","2","0","22.1","6.85","7.25","1.61","2.20","26.67","0.319","7.25",".635","6.45"
"Chance Adams","KC","RP","5418","FA","26","","-10.67","-0.82","1","1","25.1","8.17","3.91","2.49","0.78","19.44","0.395","8.53",".640","6.41"
