"Player","Team","Position","Rk","Status","Age","Opponent","FPts","FP/G","W","SV","IP","K/9","BB/9","HR/9","GB/FB","HR/FB","BABIPA","ERA","LOB%","FIP"
"Adrian Alcantara","KC","SP","1530","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Allen","CHC","P","1531","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Alvarado","LAA","P","1532","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jhosmer Alvarez","ARI","SP","1533","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nelson Alvarez","NYY","P","1534","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brian Anderson","TB","P","1535","FA","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jack Anderson","SEA","P","1536","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Reid Anderson","TEX","P","1537","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Leonel Aponte","PHI","SP","1538","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ismael Aquino","OAK","SP","1539","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gabriel Arias","CLE","SP","1540","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Skylar Arias","CLE","P","1541","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Edgar Arredondo","TEX","SP","1542","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Javier Assad","CHC","SP","1543","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dylan Axelrod","MIA","RP","1544","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lake Bachar","SD","P","1545","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daniel Bakst","BOS","RP","1546","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Ball","CHW","P","1547","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brad Bass","DET","P","1548","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jace Beck","NYM","P","1549","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brock Begue","MIL","P","1550","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Prelander Berroa","SF","SP","1551","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Boomer Biegalski","OAK","P","1552","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daniel Bies","NYY","P","1553","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jake Bird","COL","P","1554","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zachary Bird","LAD","P","1555","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cameron Bishop","BAL","SP","1556","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bradley Blalock","BOS","SP","1557","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jacob Blank","MIN","P","1558","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Logan Boyer","LAD","P","1559","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Parker Bridwell","MIN","SP","1560","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Bush","COL","P","1561","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Byrne","CIN","P","1562","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Campbell","CIN","P","1563","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Delvin Capellan","KC","SP","1564","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Derek Casey","CHC","P","1565","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeronimo Castro","LAD","SP","1566","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joe Cavallaro","NYM","P","1567","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Clark","ATL","P","1568","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ian Clarkin","CHC","SP","1569","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gavin Collyer","TEX","P","1570","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joe Corbett","TEX","P","1571","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gary Cornish","NYM","P","1572","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Danis Correa","CHC","SP","1573","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cooper Criswell","LAA","P","1574","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jesus Cruz","STL","RP","1575","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"R.J. Dabovich","SF","P","1576","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chandler Day","WSH","P","1577","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Josias De Los Santos","SEA","SP","1578","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Emmanuel DeJesus","BOS","SP","1579","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joe DeMers","OAK","P","1580","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cody Deason","HOU","P","1581","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trenton Denholm","BOS","SP","1582","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brad Deppermann","CHC","P","1583","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bowdien Derby","MIL","P","1584","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Dicochea","OAK","P","1585","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matthias Dietz","BAL","SP","1586","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Justin Dillon","TOR","P","1587","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Caleb Dirks","ATL","P","1588","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Terry Doyle","CHW","SP","1589","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brian Eichhorn","CLE","P","1590","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ethan Elliott","SD","P","1591","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mason Englert","TEX","SP","1592","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dietrich Enns","TB","SP","1593","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeremiah Estrada","CHC","P","1594","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rodolfo Fajardo","DET","SP","1595","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Drew Finley","NYY","P","1596","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Deivy Florido","SEA","SP","1597","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Grant Ford","PIT","P","1598","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Harrison Francis","ARI","P","1599","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"R.J. Freure","HOU","P","1600","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Will Gaddis","COL","P","1601","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gerald Garcia","OAK","SP","1602","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hector Garcia","CHC","SP","1603","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Julian Garcia","PHI","P","1604","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Victor Garcia","BOS","SP","1605","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yeudy Garcia","PIT","SP","1606","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"John Ghyzel","CIN","P","1607","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lucas Gilbreath","COL","P","1608","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Darin Gillies","SEA","P","1609","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jackson Gillis","MIL","P","1610","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sawyer Gipson-Long","MIN","P","1611","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anyelo Gomez","NYY","SP","1612","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Edisson Gonzalez","TB","SP","1613","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tanner Gordon","ATL","P","1614","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Regi Grace","MIN","P","1615","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Logan Gragg","STL","P","1616","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hunter Green","LAA","P","1617","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nate Griep","MIL","P","1618","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carlos Guarate","SD","SP","1619","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Richard Guasch","OAK","SP","1620","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jordan Guerrero","CHW","P","1621","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Austin Hansen","HOU","P","1622","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyle Hansen","CHW","P","1623","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Hanson","CIN","P","1624","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Logan Harasta","SF","P","1625","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zach Hart","CLE","P","1626","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jack Hartman","PIT","P","1627","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Hartman","CHC","P","1628","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jagger Haynes","SD","P","1629","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brent Headrick","MIN","P","1630","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zach Hedges","CHC","SP","1631","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alfonso Hernandez","WSH","SP","1632","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wilkel Hernandez","LAA","SP","1633","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carlos Herrera","MIL","SP","1634","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Davidjohn Herz","CHC","P","1635","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gage Hinsz","PIT","SP","1636","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bryan Hoeing","MIA","P","1637","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Logan Hofmann","PIT","P","1638","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Clinton Hollon","TOR","P","1639","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Holton","ARI","1B,OF,P","1640","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bailey Horn","CHW","P","1641","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bryce Hutchinson","NYM","P","1642","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Juan Idrogo","LAD","RP","1643","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Angello Infante","OAK","SP","1644","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mickey Jannis","NYM","SP","1645","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Oliver Jaskie","SEA","P","1646","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ludwin Jimenez","STL","SP","1647","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Jobst","BAL","P","1648","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jared Johnson","ATL","P","1649","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brock Jones","ARI","P","1650","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nathan Jones","NYM","P","1651","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rylan Kaufman","KC","P","1652","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sam Keating","SD","SP","1653","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Kellogg","CHC","P","1654","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Will Klein","KC","P","1655","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ricky Knapp","NYM","P","1656","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Reiss Knehr","SD","P","1657","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Koch","TB","P","1658","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Koval","SEA","P","1659","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Evan Kravetz","CIN","P","1660","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Krook","NYY","P","1661","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joe LaSorsa","TB","P","1662","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adam Laskey","CHC","P","1663","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Colton Laws","TOR","P","1664","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tanner Lawson","ATL","P","1665","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Billy Layne Jr.","TEX","P","1666","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dylan Lee","MIA","P","1667","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jacob Lee","LAA","P","1668","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jack Leftwich","DET","SP","1669","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luke Leftwich","PHI","P","1670","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Connor Lehmann","SD","P","1671","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dalton Lehnen","NYY","P","1672","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brett Lilek","MIA","SP","1673","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hsin-Chieh Lin","PHI","SP","1674","W (Sun)","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ramon Linares","ATL","RP","1675","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Valentin Linarez","PIT","SP","1676","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zach Linginfelter","LAA","P","1677","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eli Lingos","CLE","P","1678","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yeancarlos Lleras","BAL","P","1679","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cesar Loaiza","NYM","SP","1680","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Grayson Long","DET","SP","1681","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nolan Long","LAD","P","1682","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Reinaldo Lopez","TB","SP","1683","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Lopez","CIN","SP","1684","FA","27","","0","0","0","0","0","0","0","0","0","0","0.000","0","0","0"
"Adam Macko","SEA","P","1685","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Justin Maese","TOR","P","1686","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kevin Magee","BAL","P","1687","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wyatt Marks","OAK","P","1688","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Franklin Marquez","WSH","SP","1689","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Denny Martinez","PHI","SP","1690","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zack Matthews","HOU","RP","1691","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Matuella","TEX","P","1692","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joey Matulovich","MIL","P","1693","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Shane McCarthy","CLE","P","1694","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aiden McIntyre","OAK","P","1695","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Griffin McLarty","BAL","P","1696","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hunter McMahon","MIN","P","1697","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"John McMillon","KC","RP","1698","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trey McNutt","CHC","SP","1699","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kade Mechals","CHW","P","1700","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mason Melotakis","MIN","P","1701","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jhordany Mezquita","PHI","P","1702","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michell Miliano","SD","SP","1703","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyle Miller","CHC","P","1704","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyle Molnar","STL","P","1705","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bryce Montes de Oca","NYM","P","1706","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zach Mort","CHC","P","1707","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Muller","TB","P","1708","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brendan Murphy","MIL","P","1709","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"James Naile","OAK","SP","1710","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Charlie Neuweiler","KC","P","1711","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Christopher Nunn","TEX","P","1712","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Conner O'Neil","NYM","P","1713","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mike O'Reilly","STL","SP","1714","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trevor Oaks","SF","SP","1715","FA","27","","0","0","0","0","0","0","0","0","0","0","0.000","0","0","0"
"Reese Olson","MIL","P","1716","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Olson","CIN","P","1717","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jio Orozco","NYY","P","1718","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Ortiz","BAL","SP","1719","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eric Orze","NYM","P","1720","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bryce Osmond","WSH","SP","1721","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Travis Ott","TB","P","1722","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Henry Owens","ARI","SP","1723","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yusniel Padron-Artilles","BOS","P","1724","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Isaiah Pasteur","NYY","P","1725","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Pearce","STL","P","1726","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Connor Pellerin","NYY","RP","1727","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jhon Peluffo","BAL","SP","1728","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Malvin Pena","WSH","SP","1729","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ben Peoples","TB","P","1730","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ofelky Peralta","BAL","SP","1731","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jack Perkins","PHI","P","1732","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jon Perrin","MIL","SP","1733","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Pfaadt","ARI","P","1734","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Pike","SEA","P","1735","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PJ Poulin","COL","P","1736","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daniel Procopio","LAA","P","1737","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Israel Puello","PHI","SP","1738","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Drew Quezada","COL","P","1739","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Travis Radke","SD","P","1740","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Emmanuel Ramirez","SD","SP","1741","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Roniel Raudes","BOS","SP","1742","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Remey Reed","MIA","P","1743","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeremy Rhoades","LAA","P","1744","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Logan Rinehart","SEA","P","1745","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Willie Rios","BAL","P","1746","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wilberto Rivera","STL","P","1747","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Josh Roberson","MIA","P","1748","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Domingo Robles","PIT","SP","1749","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Benjamin Rodriguez","CHC","SP","1750","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gabriel Rodriguez","ATL","OF,P","1751","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Rodriguez","CHC","SP","1752","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wennington Romero","CIN","SP","1753","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yordi Rosario","PIT","SP","1754","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ashe Russell","KC","SP","1755","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carter Rustad","MIL","P","1756","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Logan Salow","OAK","P","1757","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Reiver Sanmartin","TEX","SP","1758","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Christian Santana","MIL","P","1759","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zach Schellenger","BOS","P","1760","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Garrett Schilling","COL","P","1761","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Schlaffer","CHC","P","1762","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Colten Schmidt","COL","P","1763","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Austin Schulfer","MIN","P","1764","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brett Schulze","PHI","P","1765","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"J.P. Sears","NYY","P","1766","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Colin Selby","PIT","P","1767","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adam Seminaris","LAA","SP","1768","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Shawn Semple","NYY","P","1769","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zack Shannon","ARI","1B,P","1770","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cason Sherrod","MIA","P","1771","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Evan Sisk","STL","P","1772","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hugh Smith","DET","P","1773","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Julian Smith","LAD","P","1774","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nate Smith","LAA","SP","1775","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Austin Sodders","DET","P","1776","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Sproat","TEX","P","1777","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adam Stauffer","BAL","P","1778","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jordan Stephens","CHW","SP","1779","FA","28","","0","0","0","0","0","0","0","0","0","0","0.000","0","0","0"
"Jake Stinnett","CHC","SP","1780","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jackson Stoeckinger","WSH","P","1781","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mitch Stophel","CHC","P","1782","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alan Strong","TB","P","1783","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"John Swanda","LAA","P","1784","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Swarmer","CHC","P","1785","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chad Sykes","LAA","P","1786","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Skylar Szynski","OAK","P","1787","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
